NO,시군구,단지명,도로명,위도,경도,bus_count_500m,CCTV_count,school_count,streetlight_count,safety_score_raw,safety_score_normalized,safety_score,동,cluster
1290,서울특별시 영등포구 양평동3가,더라임,양산로9길 11,37.52634801,126.8884891,5,209,1,0,0.57900105,0.239906277,43.396719702,양평동3가,1
1291,서울특별시 강남구 역삼동,BIEL 106,역삼로 106,37.49294427,127.0309651,23,256,2,0,1.340539553,0.55806912,54.5324192,역삼동,1
1294,서울특별시 관악구 봉천동,장원오피스텔,관악로17길 29,37.48075845,126.9499718,13,324,1,0,1.090175604,0.453469674,50.871438590000004,봉천동,1
1296,서울특별시 영등포구 당산동,여의나루더명남더블레스,버드나루로 121,37.52892419,126.90752,11,147,2,141,0.995159182,0.413772804,49.482048133,당산동,1
1298,서울특별시 동작구 신대방동,캐릭터 그린빌,보라매로5가길 7,37.49189839,126.9250368,6,167,2,0,0.542940937,0.224840738,61.24203691,신대방동,0
1302,서울특별시 관악구 신림동,더씨엘,신림동5가길 41,37.48627852,126.9250113,9,485,0,0,1.235732359,0.514281768,52.999861866,신림동,1
1303,서울특별시 은평구 진관동,메이플카운티,진관1로 21-39,37.63384472,126.9185738,17,96,1,0,0.815376347,0.338661411,66.93307054,진관동,0
1304,서울특별시 마포구 노고산동,신촌르·메이에르타운(Ⅱ),백범로 13,37.55343104,126.9374929,17,207,2,0,1.026359682,0.426808047,71.34040236,노고산동,0
1307,서울특별시 강서구 등촌동,효성인텔리안,강서로 426,37.56340034,126.8402013,7,73,4,0,0.415051532,0.171409878,58.57049392,등촌동,0
1308,서울특별시 서대문구 연희동,(136-7),연희로 102,37.56698134,126.9313704,1,196,2,0,0.410856987,0.169657441,58.48287206,연희동,0
1309,서울특별시 강서구 화곡동,아줄리움,곰달래로 112,37.53034406,126.845334,7,317,0,12,0.875070082,0.36360083,47.726029064,화곡동,1
1312,서울특별시 강서구 화곡동,넥시티,화곡로 286-5,37.549933,126.8486359,4,222,2,0,0.570733541,0.236452198,43.275826937,화곡동,1
1313,서울특별시 강서구 화곡동,BK힐타운 화곡,화곡로 248-18,37.54757741,126.8466666,4,252,2,0,0.626465927,0.259736607,44.090781258999996,화곡동,1
1316,서울특별시 강서구 염창동,등촌노블레르,양천로65길 40,37.55550639,126.8671259,7,94,5,17,0.49541961,0.204986823,60.24934116,염창동,0
1317,서울특별시 마포구 신공덕동,블레스하임,만리재로 45-1,37.54566532,126.9557867,7,188,1,0,0.614371816,0.254683814,62.73419071,신공덕동,0
1321,서울특별시 마포구 공덕동,대성힐스오피스텔,만리재로 109,37.54984967,126.9601529,2,389,14,0,0.863875822,0.358923985,67.94619927,공덕동,0
1325,서울특별시 은평구 불광동,마하나임불광,통일로82길 6,37.62041247,126.9207158,15,353,3,0,1.227980697,0.511043204,75.55216021,불광동,0
1327,서울특별시 서대문구 연희동,라이온스톤,증가로 50,37.57240948,126.9292425,0,180,0,23,0.383887471,0.158389859,57.91949294,연희동,0
1328,서울특별시 서대문구 대현동,아리움 5차,이화여대3길 26,37.55807872,126.9442615,12,268,2,0,0.953723609,0.396461454,69.82307268,대현동,0
1331,서울특별시 강서구 가양동,마곡지웰에스테이트,양천로49길 54,37.57109015,126.8407996,7,100,2,39,0.539586842,0.223439432,61.17197162,가양동,0
1332,서울특별시 강서구 화곡동,화곡 이레타워벨리스,화곡로27가길 6,37.54238272,126.8410253,16,259,1,0,1.080997257,0.449635056,50.737226959999994,화곡동,1
1333,서울특별시 강서구 화곡동,(1074-19),화곡로 154-7,37.54086471,126.8392908,21,270,1,0,1.287391054,0.535864232,53.75524811299999,화곡동,1
1337,서울특별시 강서구 등촌동,우림보보카운티뷰,공항대로 509,37.55221104,126.863306,8,194,3,0,0.672257029,0.278867652,63.94338261,등촌동,0
1338,서울특별시 양천구 목동,현대파크빌,목동동로 391,37.53586553,126.8802727,9,270,4,4,0.864018471,0.358983583,67.94917913,목동,0
1339,서울특별시 양천구 목동,현대41타워,목동동로 293,37.52817674,126.8758129,10,273,2,8,0.905843916,0.376457817,68.82289086,목동,0
1348,서울특별시 강서구 등촌동,등촌동두산위브센티움,양천로 564,37.55740062,126.8613864,8,104,2,0,0.500286364,0.207020102,60.35100511,등촌동,0
1349,서울특별시 강서구 염창동,염창투웨니퍼스트,공항대로81길 35,37.5488205,126.8762947,6,279,0,118,0.995382912,0.413866276,70.6933138,염창동,0
1351,서울특별시 강서구 등촌동,등촌투웨니퍼스트2차,양천로66길 21,37.55390459,126.8652969,9,142,3,0,0.612845945,0.254046321,62.70231607,등촌동,0
1352,서울특별시 강서구 가양동,씨엘하임,양천로49길 39-8,37.57060079,126.8401096,5,102,2,7,0.400058853,0.165146094,58.25730468,가양동,0
1355,서울특별시 강서구 화곡동,(24-107),화곡로42길 24-6,37.54599223,126.8466239,5,268,2,0,0.693381583,0.287693271,45.069264478,화곡동,1
1357,서울특별시 서대문구 연희동,연희소프트빌,연희로 60,37.56376333,126.9289183,7,195,0,0,0.622602531,0.258122521,62.90612605,연희동,0
1368,서울특별시 서대문구 대현동,이대오늘아침 오피스텔,이화여대길 65-4,37.5589632,126.944791,12,220,3,0,0.869325301,0.361200721,68.06003605,대현동,0
1369,서울특별시 광진구 화양동,신원리브웰 화양동 주상복합,능동로 170,37.54566652,127.0737279,10,54,1,0,0.477008982,0.197295055,59.86475275,화양동,0
1370,서울특별시 광진구 화양동,케이타워 오피스텔 A,광나루로14길 8,37.54781312,127.0687109,10,229,1,14,0.832240834,0.345707217,67.28536086,화양동,0
1372,서울특별시 광진구 중곡동,아지(AZ)0213,능동로37길 6-1,37.55818173,127.0795771,8,87,1,0,0.46393117,0.191831282,59.59156408,중곡동,0
1373,서울특별시 동대문구 신설동,우리빌,하정로3길 8-6,37.57581463,127.0261397,17,171,6,0,0.978574854,0.406844045,70.34220224,신설동,0
1377,서울특별시 성동구 금호동1가,금호힐오피스텔,금호로 94,37.55167793,127.0257186,0,258,3,0,0.493619041,0.204234564,60.21172821,금호동1가,0
1378,서울특별시 중구 을지로5가,정건벨라지오오피스텔,을지로 213,37.56716291,127.0018304,11,193,1,0,0.772427419,0.320717796,66.03588982,을지로5가,0
1380,서울특별시 동대문구 장안동,동일타워,한천로 128,37.57239401,127.0663651,5,217,1,0,0.59386302,0.246115453,62.30577265,장안동,0
1381,서울특별시 중랑구 중화동,중화동 범양프레체,중랑천로14길 58,37.59448559,127.0758815,7,314,0,57,0.966331283,0.401728808,70.08644042,중화동,0
1382,서울특별시 종로구 효제동,센트럴시티대학로,종로39길 45,37.57252638,127.0044986,10,161,1,0,0.675787823,0.280342781,64.01713907,효제동,0
1391,서울특별시 동대문구 장안동,이도SPACE,장한로23길 11-6,37.57087046,127.069751,2,202,1,0,0.454421673,0.187858313,59.39291564,장안동,0
1393,서울특별시 용산구 원효로2가,용산 센트럴포레,원효로 208,37.5371657,126.9651073,14,458,1,39,1.460228492,0.60807391,80.40369552,원효로2가,0
1394,서울특별시 강북구 번동,삼보힐,덕릉로 93,37.63492823,127.0239636,8,293,0,0,0.841853374,0.349723236,67.48616182,번동,0
1395,서울특별시 종로구 익선동,BIZ-WELL 종로 오피스텔,삼일대로30길 23,37.57446856,126.988773,2,196,3,0,0.452822213,0.187190075,59.35950376,익선동,0
1397,서울특별시 중구 중림동,브라운스톤서울,청파로 464,37.56063583,126.9683412,16,217,12,24,1.107125548,0.460551183,73.02755917,중림동,0
1399,서울특별시 종로구 관수동,종로 하이뷰 디아트,종로18길 37,37.56866224,126.991488,12,214,0,0,0.843858298,0.350560873,67.52804363,관수동,0
1402,서울특별시 송파구 방이동,디오큐브,오금로11길 21,37.51513924,127.1094212,13,183,0,0,0.823459884,0.342038628,46.971351987,방이동,1
1405,서울특별시 송파구 거여동,씨엘타워,오금로57길 4,37.4943844,127.1426232,12,224,21,0,0.962679443,0.400203108,49.007108765999995,거여동,1
1414,서울특별시 영등포구 영등포동7가,토방트윈빌(B),버드나루로7길 12-12,37.52357884,126.9092905,9,216,2,127,1.018833962,0.42366388,49.828235799999995,영등포동7가,1
1418,서울특별시 영등포구 영등포동3가,에쉐르아이 시네마 쇼핑몰,영중로 12,37.51763734,126.9065047,18,289,0,66,1.348363414,0.561337848,54.646824679999995,영등포동3가,1
1420,서울특별시 강서구 방화동,신마곡벽산블루밍,양천로10길 38,37.5712897,126.8081794,3,131,4,8,0.39124895,0.161465408,58.0732704,방화동,0
1424,서울특별시 금천구 독산동,엘리체(ELICHE),독산로106길 9,37.47812674,126.9043124,7,366,24,0,1.054841337,0.438707386,71.93536928,독산동,0
1425,서울특별시 금천구 독산동,서전하우스,범안로12길 29-34,37.46466815,126.8935425,5,196,2,0,0.559623858,0.231810689,61.59053443,독산동,0
1426,서울특별시 금천구 독산동,더 스테이블(The Stable),시흥대로101길 7,37.46377789,126.8967175,8,266,1,0,0.796467736,0.33076159,66.53807951,독산동,0
1427,서울특별시 구로구 오류동,칸타빌레5차,경인로 224,37.49664368,126.8457642,8,296,1,36,0.929667674,0.386411135,69.32055673,오류동,0
1428,서울특별시 금천구 가산동,가산유미어스오피스텔,가산디지털2로 169-37,37.48179432,126.875607,22,39,0,0,0.890669896,0.37011827,68.5059135,가산동,0
1432,서울특별시 금천구 시흥동,금천 해담채,시흥대로57길 46,37.45427036,126.9001196,24,258,1,0,1.376673254,0.573165404,78.65827018,시흥동,0
1434,서울특별시 금천구 시흥동,티에스빌,시흥대로41길 75,37.4502754,126.9010309,26,249,6,0,1.458204518,0.607228315,80.36141576,시흥동,0
1435,서울특별시 영등포구 영등포동7가,아크로조인,버드나루로11길 11,37.52435706,126.9080512,10,225,2,106,1.02755599,0.427307852,49.955774833999996,영등포동7가,1
1437,서울특별시 구로구 오류동,마크포레스트,경인로 185,37.49545728,126.8415116,6,350,1,0,0.878134979,0.364881313,68.24406563,오류동,0
1446,서울특별시 서초구 서초동,강남태영데시앙루브,강남대로 455,37.50284757,127.0245442,27,310,2,0,1.589624718,0.662134304,58.17470063999999,서초동,1
1447,서울특별시 서초구 서초동,강남역 한화오벨리스크,서초대로74길 27,37.49528735,127.0272571,24,178,3,0,1.237600577,0.51506229,53.027180142999995,서초동,1
1448,서울특별시 강남구 대치동,대치2차 아이파크,영동대로85길 34,37.50697914,127.0608947,11,168,15,0,0.792812887,0.329234632,46.523212127,대치동,1
1452,서울특별시 관악구 봉천동,(883-8),청룡1길 33,37.48121212,126.9481129,12,369,1,0,1.136582465,0.472857976,51.550029159999994,봉천동,1
1454,서울특별시 관악구 신림동,프라비다트라움,신림로65길 27,37.48480512,126.9280864,12,410,0,0,1.207976549,0.50268568,52.593998799999994,신림동,1
1456,서울특별시 관악구 신림동,(1437-16),신림동5가길 9,37.48655384,126.9266976,12,488,0,0,1.352880751,0.563225144,54.712880039999995,신림동,1
1457,서울특별시 관악구 신림동,에스케이허브그린,신림로 344,37.48514935,126.9299623,12,362,0,0,1.118804733,0.465430625,51.290071882,신림동,1
1458,서울특별시 관악구 신림동,(1462-12),관천로 82,37.48624069,126.9244587,8,467,0,0,1.16510121,0.48477281,51.967048356999996,신림동,1
1459,서울특별시 영등포구 당산동4가,(32-66),당산로 164-7,37.52873385,126.898885,8,161,2,0,0.606177896,0.25126048,43.7941168,당산동4가,1
1461,서울특별시 관악구 남현동,화인오피스텔,승방4길 26,37.47481071,126.9806639,17,317,1,44,1.320620817,0.54974728,54.241154793,남현동,1
1462,서울특별시 관악구 봉천동,연경오피스텔,쑥고개로21길 33,37.48051787,126.9478554,13,318,27,0,1.203140354,0.500665168,52.523280887,봉천동,1
1463,서울특별시 관악구 신림동,신림 에스포레,신림로70길 2,37.48751307,126.9290797,14,435,0,0,1.32880364,0.553165978,54.36080923,신림동,1
1473,서울특별시 영등포구 대림동,(740-2),대림로 203,37.4987893,126.8978779,2,251,3,0,0.554998253,0.229878159,43.045735565,대림동,1
1475,서울특별시 강남구 역삼동,신일유토빌,논현로87길 41,37.49883869,127.0334786,9,226,0,0,0.754576098,0.313259701,45.964089527999995,역삼동,1
1476,서울특별시 관악구 봉천동,서울대역 마에스트로,남부순환로218길 1,37.48109148,126.9506605,13,324,2,0,1.094949113,0.455463996,50.94123986699999,봉천동,1
1478,서울특별시 서초구 신원동,서초포레지움,청계산로 201,37.44750157,127.0560599,11,111,0,0,0.615318724,0.255079422,43.927779777,신원동,1
1480,서울특별시 영등포구 당산동,(121-69),버드나루로23길 21,37.52893791,126.9068698,12,159,2,123,1.015910078,0.422442312,49.785480913,당산동,1
1486,서울특별시 영등포구 양평동3가,양평 브릴리언트,선유동1로 35,37.52539945,126.8918965,9,213,1,0,0.735198907,0.305164112,45.680743934,양평동3가,1
1487,서울특별시 영등포구 양평동6가,펫앤스테이,양평로28길 11,37.5408555,126.8905431,6,140,0,89,0.674751776,0.279909932,44.796847613,양평동6가,1
1489,서울특별시 송파구 가락동,한화오벨리스크,중대로 127,37.49482582,127.1219275,10,147,0,0,0.645005868,0.267482402,44.361884055999994,가락동,1
1490,서울특별시 서초구 서초동,서초대우디오빌,서운로 11,37.4849863,127.0291842,20,183,24,10,1.219884884,0.507660858,52.76813003,서초동,1
1492,서울특별시 서초구 서초동,서초팰리스,반포대로14길 40,37.48569348,127.0132408,16,210,1,0,0.989967694,0.411603854,49.406134897,서초동,1
1494,서울특별시 관악구 봉천동,(918-10),쑥고개로 63-8,37.47994181,126.9436375,8,331,27,0,1.041332465,0.43306352,50.157223185999996,봉천동,1
1498,서울특별시 송파구 방이동,어반로프트 올림픽파크,위례성대로2길 11,37.51599039,127.1135571,8,118,0,0,0.516747793,0.213897516,42.486413045999996,방이동,1
1503,서울특별시 강동구 천호동,하이브2,천호대로167길 26,37.53717443,127.1332505,6,303,0,0,0.7860474,0.326408083,66.32040413,천호동,0
1506,서울특별시 강동구 천호동,성우스타팰리스,성안로27길 57-25,37.5393299,127.1327588,8,319,0,0,0.890154775,0.369903058,68.49515289,천호동,0
1511,서울특별시 송파구 거여동,수아주 오피스텔,위례송파로5길 18,37.48682733,127.1430414,12,68,37,0,0.749247178,0.311033334,45.886166683,거여동,1
1512,서울특별시 강동구 강일동,유러피안하우스I,아리수로91길 32,37.56521449,127.1729138,19,34,4,0,0.788900046,0.327599888,66.37999442,강일동,0
1513,서울특별시 강서구 등촌동,더 퍼스트 가양,화곡로68길 24,37.55883656,126.8555415,13,104,30,12,0.845725715,0.35134106,67.567053,등촌동,0
1517,서울특별시 은평구 대조동,엘렌시아,연서로 192,37.61571651,126.9187066,19,307,20,0,1.372440893,0.571397167,78.56985836,대조동,0
1518,서울특별시 강서구 화곡동,(1063-17),화곡로29길 7,37.54266173,126.8416017,16,263,2,0,1.09320175,0.454733966,50.91568881,화곡동,1
1524,서울특별시 마포구 성산동,상암 도시엔 오피스텔,월드컵로34길 10,37.56481285,126.9033474,6,117,3,65,0.594699106,0.246464761,62.32323805,성산동,0
1526,서울특별시 마포구 공덕동,마포공덕파크팰리스Ⅱ,마포대로 143,37.54745518,126.9530532,9,122,40,0,0.752310844,0.312313301,65.61566507,공덕동,0
1527,서울특별시 마포구 공덕동,헤이븐 오피스텔,만리재로 99,37.54913898,126.9596776,2,353,8,0,0.768355907,0.319016761,65.95083806,공덕동,0
1529,서울특별시 강서구 염창동,제니스알앤씨,양천로73가길 70,37.54985529,126.8760339,6,199,1,152,0.924700526,0.384335912,69.21679561,염창동,0
1530,서울특별시 양천구 신정동,목동2차아크로텔,목동서로 411,37.51522312,126.8591159,8,234,3,0,0.746566876,0.309913531,65.49567657,신정동,0
1530,서울특별시 양천구 신정동,목동2차아크로텔,목동서로 411,37.51522312,126.8591159,8,234,3,0,0.746566876,0.309913531,65.49567657,신정동,0
1530,서울특별시 양천구 신정동,목동2차아크로텔,목동서로 411,37.51522312,126.8591159,8,234,3,0,0.746566876,0.309913531,45.846973598999995,신정동,1
1530,서울특별시 양천구 신정동,목동2차아크로텔,목동서로 411,37.51522312,126.8591159,8,234,3,0,0.746566876,0.309913531,65.49567657,신정동,0
1532,서울특별시 강서구 화곡동,한양아이클래스,강서로7길 107,37.52885057,126.8419342,9,521,1,0,1.30738473,0.544217381,54.047608335,화곡동,1
1533,서울특별시 중구 황학동,메르센트,마장로18길 16,37.56729322,127.0229941,10,280,17,0,0.973235758,0.404613426,70.2306713,황학동,0
1534,서울특별시 성동구 용답동,어반 오피스텔,자동차시장1길 39,37.56120645,127.0620241,4,157,1,0,0.445206531,0.184008323,59.20041613,용답동,0
1535,서울특별시 동대문구 휘경동,휘경 에스하임,망우로 109,37.59126941,127.0653252,6,153,0,99,0.720421241,0.298990158,64.94950789,휘경동,0
1536,서울특별시 강북구 수유동,그린타워,노해로3길 17,37.6359744,127.0219732,6,295,0,0,0.771185431,0.320198907,66.00994534,수유동,0
1539,서울특별시 중구 황학동,올리브1,난계로 163,37.56616619,127.0233249,11,342,17,0,1.125607739,0.46827285,73.41364252,황학동,0
1541,서울특별시 용산구 원효로3가,금강프라임 타워,원효로 151,37.53480849,126.9596769,12,492,6,8,1.4061678,0.585487917,79.27439586,원효로3가,0
1543,서울특별시 광진구 중곡동,위너스텔,동일로 418,37.56747478,127.07865,4,99,2,60,0.471343348,0.194928012,59.7464006,중곡동,0
1545,서울특별시 광진구 중곡동,아스하임,천호대로 559,37.55723221,127.0804529,8,91,1,0,0.471362155,0.194935869,59.74679347,중곡동,0
1546,서울특별시 중랑구 면목동,행복오피스텔,겸재로 240,37.58964719,127.0942354,13,373,5,0,1.200299202,0.499478164,74.97390822,면목동,0
1547,서울특별시 종로구 숭인동,우평 원더라움 스투디오,지봉로 22,37.5720201,127.0160081,5,243,108,0,1.152929853,0.479687745,73.98438723,숭인동,0
1548,서울특별시 종로구 창신동,(255-1),지봉로 37-29,37.57381562,127.0152073,5,275,74,0,1.050078435,0.436717495,71.83587473,창신동,0
1549,서울특별시 광진구 구의동,다성리버텔,아차산로 452,37.53896493,127.0927257,14,86,2,10,0.711516005,0.295269643,64.76348215,구의동,0
1550,서울특별시 종로구 창신동,종로 웰라이프,종로 329-4,37.57301059,127.0144154,4,244,105,0,1.103275355,0.458942613,72.94713067,창신동,0
1553,서울특별시 성북구 동소문동4가,부라다리빙텔,동소문로 47,37.59088462,127.0106847,4,164,30,0,0.596642507,0.247276694,62.36383469,동소문동4가,0
1555,서울특별시 중구 을지로4가,을지 웰 라이프,을지로28길 10,37.56618813,126.9990219,5,192,1,0,0.547419365,0.226711779,61.33558893,을지로4가,0
1557,서울특별시 도봉구 창동,라르플레이스2단지,도봉로136길 19,37.65980402,127.0423,5,0,2,20,0.238543136,0.0976665119,54.8833256,창동,0
1562,서울특별시 성동구 성수동1가,청호 서울숲 뜨레피움 오피스텔,상원6나길 24,37.54787782,127.0500654,3,275,3,42,0.72715469,0.301803323,65.09016613,성수동1가,0
1568,서울특별시 구로구 구로동,태천대,시흥대로 525,37.48044615,126.8989345,13,281,1,0,1.010292519,0.420095354,49.70333739,구로동,1
1572,서울특별시 구로구 구로동,한나래16차,시흥대로161길 62,37.47886342,126.8962224,15,277,2,0,1.082018479,0.450061712,50.752159920000004,구로동,1
1576,서울특별시 강서구 마곡동,매그넘793,강서로 401,37.5615327,126.838767,9,83,2,0,0.498465412,0.206259328,60.31296638,마곡동,0
1579,서울특별시 영등포구 영등포동3가,소담더블린,영등포로 264,37.51853094,126.9106724,15,238,1,167,1.364156235,0.567935924,54.877757325999994,영등포동3가,1
1581,서울특별시 영등포구 영등포동8가,엠캐슬150,영중로 131,37.52812378,126.9054105,10,158,3,46,0.778747919,0.323358435,46.31754523199999,영등포동8가,1
1583,서울특별시 영등포구 영등포동1가,여의도 포레디움,경인로 892,37.51783377,126.9117821,15,266,7,202,1.520129856,0.633100075,57.15850263899999,영등포동1가,1
1584,서울특별시 영등포구 영등포동7가,청호오피스텔,버드나루로7길 12-18,37.5239874,126.9090039,9,219,2,124,1.017951571,0.423295226,49.815332923999996,영등포동7가,1
1585,서울특별시 구로구 오류동,현대 썬앤빌 구로,경인로19가길 40,37.49705384,126.8447487,9,290,1,19,0.919131015,0.382009029,69.10045143,오류동,0
1590,서울특별시 금천구 독산동,1동,범안로12길 50,37.46440291,126.892669,8,165,1,0,0.608835372,0.252370746,62.61853728,독산동,0
1591,서울특별시 금천구 독산동,미림A클래스13차,두산로9길 34,37.47192023,126.8931702,11,183,2,0,0.758623466,0.314950649,65.74753244,독산동,0
1592,서울특별시 금천구 독산동,그랑드오피스텔,범안로 1189,37.46672854,126.8938914,8,213,2,0,0.702780697,0.291620123,64.58100613,독산동,0
1597,서울특별시 영등포구 영등포동3가,여의도 센트럴 큐브스테이트,경인로 883-2,37.51811629,126.9107755,16,252,1,164,1.42090077,0.591643198,55.707511944,영등포동3가,1
1601,서울특별시 영등포구 영등포동6가,양우화인텔,영등포로35길 10,37.52091472,126.9043427,16,267,1,0,1.095859226,0.455844232,50.954548112999994,영등포동6가,1
1607,서울특별시 영등포구 영등포동1가,봉주르오피스텔,경인로112길 17,37.5180193,126.9148764,12,173,7,283,1.410086299,0.587125025,55.549375889,영등포동1가,1
1609,서울특별시 강서구 마곡동,마곡에비앙,강서로 411,37.56238603,126.8390266,9,71,2,0,0.476172458,0.196945564,59.84727819,마곡동,0
1610,서울특별시 금천구 시흥동,(882-15),시흥대로70길 4-8,37.45626205,126.9005542,23,303,2,0,1.427853623,0.594548028,79.7274014,시흥동,0
1611,서울특별시 구로구 구로동,성강케렌시아,구로동로40길 2,37.49561276,126.8828847,16,401,1,10,1.366315979,0.568838242,54.909338469999994,구로동,1
1612,서울특별시 금천구 가산동,가산 지웰 에스테이트 2차,가산로9길 12-8,37.47745643,126.8909465,22,244,1,8,1.293496383,0.538414975,76.92074873,가산동,0
1617,서울특별시 구로구 오류동,몽삐에뜨8차,경인로 226-7,37.49651258,126.8462443,8,281,1,36,0.901801481,0.37476893,68.7384465,오류동,0
1628,서울특별시 금천구 독산동,엠제트하우스,범안로15길 8-13,37.46732155,126.8936586,9,221,2,0,0.754834385,0.31336761,65.66838052,독산동,0
1636,서울특별시 강서구 등촌동,태양빌딩,공항대로 445,37.55482766,126.856645,7,129,2,0,0.5095383,0.210885465,60.54427324,등촌동,0
1638,서울특별시 은평구 대조동,보성 리엔빌,통일로65길 1,37.60902483,126.9306539,13,235,2,0,0.929609703,0.386386915,69.31934576,대조동,0
1639,서울특별시 강서구 화곡동,남광아파트,월정로20길 51,37.53001654,126.8415916,11,506,1,0,1.353901973,0.5636518,54.727813,화곡동,1
1642,서울특별시 강서구 화곡동,원타워 5차 오피스텔,화곡로 289,37.55032649,126.8480287,4,215,2,0,0.557729318,0.231019169,43.085670928999996,화곡동,1
1644,서울특별시 강서구 가양동,동양 트레벨 스카이 오피스텔,양천로57길 9-19,37.56371169,126.8509197,13,73,11,14,0.701742671,0.291186446,64.5593223,가양동,0
1645,서울특별시 서대문구 연희동,스페이스엠,증가로 52,37.57254546,126.9291247,0,191,0,26,0.410778308,0.16962457,58.48122851,연희동,0
1647,서울특별시 강서구 염창동,리젠펠리스오피스텔,양천로77길 76,37.55009431,126.8762784,6,174,1,158,0.89116813,0.370326427,68.51632135,염창동,0
1650,서울특별시 은평구 응암동,타미에코빌,응암로21가길 1-6,37.59454237,126.9164123,15,316,2,0,1.15447058,0.480331444,74.0165722,응암동,0
1655,서울특별시 서대문구 대현동,영타운 지웰 에스테이트,이화여대5길 35,37.55813109,126.9437578,13,275,2,0,1.00391955,0.417432794,70.87163972,대현동,0
1659,서울특별시 서초구 서초동,더?서초,서초중앙로 14,37.48354166,127.0176761,16,142,1,0,0.863640954,0.35882586,47.55890509299999,서초동,1
1660,서울특별시 영등포구 신길동,루나플라체,영등포로 395,37.51366154,126.9220993,9,235,2,102,1.000334229,0.415934884,49.557720947,신길동,1
1661,서울특별시 영등포구 신길동,엔-씨티오피스텔,영등포로 353,37.51507115,126.9180949,8,266,15,125,1.132281414,0.471061042,51.487136469999996,신길동,1
1662,서울특별시 동작구 사당동,(1007-19),사당로30길 29-4,37.48345651,126.9811496,5,298,0,0,0.739566951,0.306989036,65.34945179,사당동,0
1663,서울특별시 관악구 봉천동,관전 G타워,남부순환로218길 27,37.48003652,126.9505017,13,303,2,0,1.055936443,0.43916491,50.370771835999996,봉천동,1
1664,서울특별시 관악구 봉천동,미래오피스텔,봉천로 454,37.48210898,126.9502099,11,354,2,0,1.076298063,0.447671782,50.668512363,봉천동,1
1666,서울특별시 관악구 봉천동,봉천동 1661-4 업무시설 (김경국),남부순환로 1904,37.47784002,126.9607884,6,401,2,0,0.977653543,0.406459131,49.226069571,봉천동,1
1667,서울특별시 강남구 삼성동,(143-19),테헤란로69길 10,37.50661012,127.0527784,9,236,0,0,0.77315356,0.321021171,46.235740971,삼성동,1
1668,서울특별시 서초구 서초동,강남역 I'PARK,서초대로77길 62,37.50274823,127.0239118,29,306,2,0,1.656577169,0.69010634,59.153721893,서초동,1
1669,서울특별시 영등포구 대림동,유탑유블레스,도림천로19길 12,37.48691946,126.900555,16,356,1,62,1.394614976,0.580661268,55.32314437299999,대림동,1
1672,서울특별시 관악구 신림동,(1420-19),봉천로20길 45,37.48599493,126.9313134,15,431,0,0,1.358564373,0.565599702,54.79598957,신림동,1
1673,서울특별시 관악구 신림동,삼모 더 프라임 타워,신원로 35,37.48223946,126.9289186,11,352,0,0,1.063035553,0.442130844,50.474579526,신림동,1
1675,서울특별시 강남구 논현동,강남구청역 에스케이 허브 블루,학동로 342,37.51668735,127.0405907,7,245,0,0,0.71548984,0.29692987,45.392545442999996,논현동,1
1676,서울특별시 송파구 잠실동,나인팰리스,삼전로7길 9,37.50529685,127.0874782,8,201,0,6,0.683851984,0.283711904,44.929916633,잠실동,1
1682,서울특별시 영등포구 양평동3가,양평동 우림보보카운티 오피스텔,양산로7길 3,37.52578596,126.887161,6,195,1,0,0.590184322,0.244578531,43.56024859199999,양평동3가,1
1692,서울특별시 송파구 방이동,잠실 리버리치,오금로11길 65,37.51514548,127.1140576,10,137,0,0,0.626428406,0.259720932,44.090232613,방이동,1
1695,서울특별시 성동구 마장동,(777-3),마장로46길 4,37.56738833,127.0457308,2,189,2,85,0.617953979,0.256180405,62.80902023,마장동,0
1697,서울특별시 중구 황학동,소미골드라인,마장로18길 16-1,37.56709772,127.0229182,10,284,17,0,0.980666743,0.407718014,70.3859007,황학동,0
1704,서울특별시 종로구 숭인동,삼전솔하임4차,지봉로4길 13,37.57135218,127.0167171,5,259,108,0,1.182653792,0.492106096,74.60530481,숭인동,0
1708,서울특별시 중랑구 상봉동,대성쉐르빌,면목로96길 34,37.59612035,127.0875832,11,289,1,0,0.950771052,0.395227906,69.76139531,상봉동,0
1710,서울특별시 동대문구 장안동,J빌딩,답십리로 271-6,37.57295949,127.0708432,0,223,0,3,0.420733027,0.173783548,58.68917741,장안동,0
1712,서울특별시 중구 무학동,유진빌딩,다산로 239,37.56448492,127.0157831,4,393,55,0,1.1414041,0.474872405,73.74362026,무학동,0
1713,서울특별시 동대문구 휘경동,-330,이문로 22,37.58963794,127.0557586,8,305,18,26,1.006018273,0.418309619,70.91548094,휘경동,0
1714,서울특별시 중랑구 면목동,중랑 지웰 에스테이트,면목로69길 16,37.58722429,127.0866402,3,456,2,0,0.968254429,0.402532279,70.12661394,면목동,0
1727,서울특별시 용산구 문배동,이안 용산1차,백범로90길 74,37.53788471,126.9703956,15,232,1,54,1.10984772,0.461688479,73.08442393,문배동,0
1729,서울특별시 종로구 숭인동,종로대우디오빌,종로 344,37.57280738,127.016075,5,239,108,0,1.145498869,0.476583157,73.82915784,숭인동,0
1731,서울특별시 강북구 미아동,수유역푸르지오시티,도봉로 290,37.63418846,127.0238609,7,287,0,0,0.793515179,0.329528043,66.47640214,미아동,0
