NO,시군구,단지명,도로명,위도,경도,bus_count_300m,CCTV 300m 카메라 대수,300m 학교 수,반경 300m 가로등 개수,,bus_count_500m,CCTV 카메라 대수,500m 학교 수,반경 500m 가로등 개수
55559,서울특별시 중랑구 망우동,TRAUM VILLE 2,상봉로26길 9,37.59554772,127.0936352,4,105,0,0,,10,296,5,0
55619,서울특별시 마포구 합정동,(373-4),독막로 10,37.54839321,126.9145065,6,80,1,0,,9,179,1,48
55668,서울특별시 영등포구 당산동1가,비다펠리즈,영등포로29길 8,37.52152639,126.9002858,4,101,0,0,,10,247,2,0
55714,서울특별시 영등포구 양평동4가,동원에이스뷰3차,선유로55길 13,37.53790649,126.8978482,5,61,10,88,,14,131,10,144
55748,서울특별시 서초구 서초동,르피에드 인 강남,서운로 136,37.49567462,127.0251613,8,49,1,0,,23,185,4,0
55774,서울특별시 관악구 신림동,정현빌,신림로71길 6-14,37.48882257,126.9275511,5,101,0,0,,8,399,1,0
55822,서울특별시 광진구 광장동,크레스코빌딩,아차산로78길 44,37.5507099,127.1098466,2,6,0,43,,3,16,0,96
55921,서울특별시 금천구 시흥동,리치힐,시흥대로 93-15,37.44231327,126.9029184,6,54,0,0,,10,143,6,0
56003,서울특별시 마포구 동교동,동교동 와우재,와우산로 178,37.55635002,126.9315124,4,89,1,0,,12,252,1,0
56036,서울특별시 은평구 응암동,건우캐스텔,은평로9길 8-1,37.6009841,126.9215445,5,87,0,0,,12,276,19,0
56040,서울특별시 마포구 염리동,염리 스타팰리스,대흥로30길 29,37.55649657,126.9476249,4,106,1,0,,9,252,2,0
56101,서울특별시 강남구 도곡동,현대비젼21,언주로30길 10,37.48736202,127.0513253,4,50,0,0,,5,116,10,0
56143,서울특별시 성동구 성수동2가,송보파인빌,광나루로4길 11,37.5492801,127.0536194,4,79,0,25,,5,185,0,64
56321,서울특별시 중랑구 중화동,그라티아스토리,동일로135길 7-6,37.60196269,127.078695,2,107,2,0,,5,286,4,23
56570,서울특별시 금천구 시흥동,KJ타운,시흥대로54길 41,37.45332539,126.9024055,18,118,1,0,,27,370,1,0
56681,서울특별시 관악구 봉천동,샤르망파크,관악로 227-6,37.48506691,126.9549434,4,137,0,0,,6,316,2,0
56832,서울특별시 금천구 가산동,헤렌하우스,벚꽃로 198-11,37.47296815,126.8870199,3,42,0,0,,17,95,0,12
56853,서울특별시 종로구 연지동,주함해븐타워,종로31길 46-38,37.5729092,126.9997289,7,28,0,0,,11,97,1,0
57090,서울특별시 강남구 개포동,개포동 157-9 공동주택 (김해옥),선릉로4길 19,37.48303427,127.0625821,2,61,12,0,,8,125,17,0
57103,서울특별시 영등포구 당산동1가,D.S 퍼스트,영신로41길 8,37.52198496,126.9005587,2,103,0,0,,11,256,2,0
57135,서울특별시 관악구 신림동,라파르 신림,남부순환로184길 4,37.48416796,126.9319384,5,123,0,0,,16,356,1,0
57154,서울특별시 광진구 군자동,(476-2),군자로 180,37.55654382,127.0782174,4,31,0,0,,10,95,1,4
57174,서울특별시 중랑구 면목동,(91-17),봉우재로 140,37.5929754,127.0885993,3,153,1,0,,9,363,1,0
57234,서울특별시 금천구 독산동,서래타운,독산로 233,37.46760236,126.901624,6,166,1,0,,15,427,1,0
57250,서울특별시 금천구 시흥동,정우펠리스,금하로24길 13,37.45039942,126.908692,8,167,0,0,,16,467,11,0
57296,서울특별시 은평구 대조동,원창오피스텔,서오릉로 114,37.61005489,126.9197733,7,95,0,0,,11,271,19,0
57333,서울특별시 마포구 노고산동,정호오피스텔,신촌로12길 59,37.55400414,126.9334864,6,67,0,0,,15,221,1,0
57841,서울특별시 은평구 응암동,뉴캐슬,응암로 190-4,37.58876305,126.9173143,3,155,18,0,,10,357,19,0
57891,서울특별시 광진구 중곡동,홀가하우스,능동로38길 5-3,37.55793074,127.0803416,5,28,1,0,,8,92,1,0
57949,서울특별시 중구 신당동,장충아이빌2,동호로14길 11-17,37.55689753,127.0100285,0,153,0,0,,0,386,8,0
58008,서울특별시 은평구 응암동,파인빌딩,응암로 310,37.59888558,126.9215024,6,106,18,0,,9,266,20,0
58136,서울특별시 강남구 대치동,테헤란로 대우 아이빌,테헤란로 428,37.50568784,127.0540038,3,78,0,0,,9,273,0,0
58213,서울특별시 송파구 방이동,제노비아,양재대로71길 4-20,37.51115376,127.1266249,2,54,0,0,,3,114,0,0
58515,서울특별시 양천구 신월동,에이엔타워,곰달래로1길 67,37.53515671,126.8295309,9,336,1,0,,16,909,24,0
58573,서울특별시 은평구 역촌동,태경 쉐르빌,연서로2길 17-6,37.60142239,126.9181664,5,109,0,0,,15,324,20,0
58900,서울특별시 서초구 방배동,방배디오슈페리움Ⅰ,서초대로 3-4,37.48598179,126.9830637,2,101,0,0,,4,283,5,0
58918,서울특별시 서초구 양재동,양재동 오피스텔,매헌로 52,37.46544747,127.0344871,4,30,0,0,,8,52,0,0
58922,서울특별시 관악구 신림동,August Tower,봉천로12길 17,37.48792491,126.9295108,5,136,0,0,,11,459,0,0
58941,서울특별시 영등포구 문래동1가,2030센터뷰,경인로90길 4,37.51378833,126.9004203,2,53,2,29,,3,167,3,83
59144,서울특별시 중랑구 면목동,런던빌,사가정로53길 23,37.58185392,127.0890643,2,182,0,0,,10,458,1,0
59272,서울특별시 은평구 신사동,세민하이파크,가좌로 319,37.595902,126.909501,6,143,0,0,,11,327,3,0
59284,서울특별시 강서구 화곡동,화성오피스텔,초록마을로3길 55,37.54653288,126.8474988,2,119,0,0,,4,259,3,0
59321,서울특별시 금천구 독산동,아델캐슬,시흥대로101길 3-10,37.46362307,126.8964904,2,90,0,0,,8,250,1,0
59402,서울특별시 영등포구 양평동1가,금산플레이버,선유로22길 9,37.5215096,126.8910672,4,80,0,0,,7,189,3,0
59633,서울특별시 마포구 노고산동,맹그로브 신촌,서강로 121,37.55396637,126.9339393,8,67,0,0,,16,237,3,0
59842,서울특별시 관악구 봉천동,CJ아트빌,청룡7길 28,37.47963165,126.9476798,5,108,0,0,,13,290,28,0
59946,서울특별시 구로구 고척동,고척 랜드플러스,경서로 21,37.49964597,126.8568264,2,94,1,0,,6,207,3,10
60027,서울특별시 은평구 응암동,한성벨라트리,가좌로 186,37.5876128,126.9206686,0,151,19,0,,2,297,25,0
60157,서울특별시 강북구 번동,목인트라움오피스텔,오패산로77길 26,37.63656603,127.0253477,6,90,0,0,,6,299,0,0
60236,서울특별시 금천구 가산동,미림A-클래스,가산로3길 118,37.47207965,126.8889994,1,48,0,0,,9,114,0,0
60321,서울특별시 관악구 봉천동,CS빌딩,남부순환로224길 21,37.47992163,126.9533516,7,95,1,0,,14,327,2,0
60410,서울특별시 강서구 화곡동,월드오피스텔,화곡로42나길 16,37.54717992,126.8466198,3,106,1,0,,4,253,2,0
60440,서울특별시 서대문구 대현동,애스턴빌,이화여대1길 34,37.5573388,126.9438543,8,117,0,0,,13,298,4,0
60511,서울특별시 송파구 오금동,(80-12),마천로 117,37.50560911,127.1328224,5,47,0,0,,9,105,4,0
60585,서울특별시 광진구 화양동,라벨메종,광나루로14길 33,37.54667859,127.068379,6,50,0,0,,11,188,0,1
60693,서울특별시 중구 을지로6가,코업레지던스,을지로 246,37.5661636,127.0053897,2,83,0,0,,6,234,0,0
60734,서울특별시 성북구 정릉동,한강뉴스타,보국문로2길 5,37.60500421,127.0119251,2,97,0,24,,6,231,0,40
61104,서울특별시 동대문구 이문동,(309-20),이문로16가길 28,37.59486313,127.0622891,0,76,0,0,,1,229,0,0
61181,서울특별시 강서구 화곡동,서명더퍼스트,강서로 212,37.54496877,126.8375813,5,74,0,0,,11,175,0,0
61292,서울특별시 영등포구 신길동,KC빌딩,여의대방로 77,37.49701795,126.9152304,5,63,2,0,,13,168,17,0
61400,서울특별시 성북구 삼선동1가,제이에스원-혜화,창경궁로 318,37.58772675,127.0049365,0,86,0,0,,6,237,7,0
61417,서울특별시 용산구 한남동,언고오피스텔,독서당로 65-3,37.53397519,127.0079272,4,75,0,22,,6,254,1,62
61456,서울특별시 강북구 수유동,비젼캐슬,도봉로81길 10-3,37.63528499,127.0223022,4,87,0,0,,6,291,0,0
61482,서울특별시 금천구 가산동,아이캐슬,남부순환로 1304-22,37.47732918,126.8960088,4,106,1,0,,14,269,3,0
61523,서울특별시 양천구 신월동,동선팰리스,화곡로 90,37.53923955,126.8318878,3,302,1,0,,17,653,3,0
61637,서울특별시 은평구 응암동,삼영N캐슬,은평로6길 7-9,37.59924987,126.9196603,4,103,19,0,,15,307,19,0
