NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
2437,서울특별시 강북구 미아동,474,474,0,미아동부센트레빌,전세,59.96,202412,19,"40,000",0,14,2006,숭인로7가길 37,202412~202612,신규,-,,,아파트
2438,서울특별시 도봉구 창동,7,7,0,월가타워,전세,13.09,202412,19,"8,000",0,13,2013,마들로11가길 6-25,202502~202702,신규,-,,,아파트
2441,서울특별시 도봉구 창동,815,815,0,창동2차현대,전세,59.499,202412,19,"39,000",0,11,2001,도봉로136길 111,202502~202702,신규,-,,,아파트
2446,서울특별시 강북구 번동,234,234,0,주공4단지,월세,44.89,202412,19,"2,000",75,13,1991,오현로 207,202502~202702,신규,-,,,아파트
2448,서울특별시 성북구 종암동,134,134,0,래미안라센트,전세,84.99,202412,19,"70,000",0,17,2011,종암로24가길 80,202502~202702,신규,-,,,아파트
2449,서울특별시 성북구 종암동,128,128,0,극동,월세,84.96,202412,19,"24,000",70,12,2000,북악산로29길 67,202412~202612,갱신,사용,"24,000",50,아파트
2450,서울특별시 성북구 장위동,312,312,0,우방아파트,전세,59.98,202412,19,"32,000",0,5,2001,화랑로 235,202502~202702,신규,-,,,아파트
2452,서울특별시 성북구 장위동,319,319,0,꿈의숲코오롱하늘채,전세,84.87,202412,19,"48,000",0,13,2017,돌곶이로 220,202501~202701,갱신,-,"44,000",0,아파트
2453,서울특별시 도봉구 쌍문동,199-1,199,1,금호1,전세,56.73,202412,19,"23,000",0,6,1990,해등로26길 20,202502~202702,갱신,사용,"22,000",0,아파트
2454,서울특별시 성북구 석관동,408,408,0,신동아파밀리에,전세,59.69,202412,18,"36,750",0,4,2011,화랑로 210-26,202503~202703,갱신,사용,"35,000",0,아파트
2455,서울특별시 성북구 종암동,80,80,0,래미안크리시엘,월세,84.95,202412,18,"30,000",80,13,2004,종암로25길 30,202501~202701,갱신,사용,"30,000",80,아파트
2462,서울특별시 성북구 길음동,1279,1279,0,길음뉴타운1단지(래미안길음1차),전세,59.99,202412,18,"45,000",0,11,2003,길음로9길 40,202412~202612,갱신,-,"38,000",0,아파트
2468,서울특별시 도봉구 창동,299,299,0,상아1차아파트,전세,58.59,202412,18,"28,000",0,5,1987,해등로 118,202502~202702,신규,-,,,아파트
2469,서울특별시 도봉구 창동,808,808,0,동아청솔,전세,59.445,202412,18,"28,000",0,8,1997,노해로69길 103,202502~202702,갱신,사용,"27,000",0,아파트
2470,서울특별시 도봉구 창동,316,316,0,창동주공2단지,전세,41.3,202412,18,"17,300",0,7,1990,해등로12길 44,202502~202702,갱신,사용,"16,500",0,아파트
2476,서울특별시 동대문구 용두동,779,779,0,신동아,전세,58.59,202412,18,"31,100",0,2,1994,무학로26길 30,202503~202703,갱신,사용,"29,700",0,아파트
2478,서울특별시 동대문구 신설동,96-48,96,48,신설동역자이르네,전세,45.943,202412,18,"50,000",0,12,2024,천호대로 26,202501~202701,신규,-,,,아파트
2479,서울특별시 광진구 자양동,787,787,0,자양삼성,월세,84.96,202412,18,"10,000",240,20,1999,자양번영로3길 65,202501~202701,신규,-,,,아파트
2481,서울특별시 광진구 중곡동,238-6,238,6,한영해시안아파트,전세,57.02,202412,18,"34,000",0,10,2017,동일로 380,202502~202702,신규,-,,,아파트
2482,서울특별시 광진구 중곡동,683,683,0,중곡동광덕,전세,78.0,202412,18,"42,000",0,9,2002,동일로76가길 17,202412~202701,갱신,-,"36,750",0,아파트
2483,서울특별시 성동구 성수동2가,832,832,0,금호타운2차아파트,전세,59.94,202412,18,"55,000",0,10,1997,연무장길 31,202503~202703,신규,-,,,아파트
2487,서울특별시 성동구 행당동,1-115,1,115,서울숲한성,전세,83.64,202412,18,"49,000",0,4,2003,마조로1길 55,202502~202702,신규,-,,,아파트
2490,서울특별시 광진구 구의동,610,610,0,구의현대6단지,월세,84.92,202412,18,"40,000",100,9,1994,구의강변로 94,202503~202703,갱신,-,"60,000",0,아파트
2491,서울특별시 성동구 성수동1가,710,710,0,강변건영아파트,월세,84.952,202412,18,"40,000",113,1,2002,왕십리로 36,202502~202702,갱신,사용,"40,000",100,아파트
2493,서울특별시 광진구 자양동,227-7,227,7,더샵스타시티,월세,177.97,202412,18,"10,000",632,33,2007,아차산로 262,202503~202703,갱신,사용,"10,000",600,아파트
2496,서울특별시 강서구 가양동,14-3,14,3,가양우성,월세,84.85,202412,18,"35,000",50,2,1990,양천로 489,202412~202612,갱신,-,"31,500",53,아파트
2501,서울특별시 양천구 신월동,Oct-54,54,10,미리내아파트,월세,55.16,202412,18,"20,000",25,8,2004,화곡로4길 3,202501~202701,신규,-,,,아파트
2503,서울특별시 양천구 신월동,1057,1057,0,롯데캐슬(1057-0),전세,84.94,202412,18,"49,000",0,13,2010,오목로5길 19,202502~202702,신규,-,,,아파트
2506,서울특별시 강서구 화곡동,343-62,343,62,라인씨티,월세,14.91,202412,18,"3,000",35,8,2014,곰달래로 125,202501~202601,신규,-,,,아파트
2507,서울특별시 강서구 화곡동,1091,1091,0,화곡푸르지오,전세,129.204,202412,18,"60,000",0,1,2002,화곡로13길 107,202412~202612,갱신,-,"50,000",0,아파트
2511,서울특별시 강서구 마곡동,1525,1525,0,마곡푸르지오,전세,84.99,202412,18,"60,000",0,4,2008,방화대로34길 88,202502~202702,갱신,-,"52,500",0,아파트
2513,서울특별시 강서구 등촌동,694,694,0,대림,월세,89.975,202412,18,"20,000",140,17,1995,공항대로39길 100,202502~202702,신규,-,,,아파트
2515,서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,월세,34.44,202412,18,"1,000",70,9,1993,허준로 234,202412~202612,갱신,-,"1,000",64,아파트
2516,서울특별시 강서구 등촌동,725,725,0,마곡루나플라체,전세,22.05,202412,18,"23,800",0,3,2021,강서로56길 64,202501~202701,신규,-,,,아파트
2517,서울특별시 강서구 내발산동,659-1,659,1,강서월드메르디앙,전세,112.6932,202412,18,"63,000",0,6,2006,공항대로42길 54-26,202501~202701,갱신,사용,"60,000",0,아파트
2518,서울특별시 강서구 염창동,281-22,281,22,염창1차한화꿈에그린,전세,59.94,202412,18,"62,500",0,7,2005,공항대로75길 17,202501~202701,갱신,-,"60,000",0,아파트
2521,서울특별시 양천구 신월동,222-7,222,7,신월성원,전세,59.94,202412,18,"21,000",0,15,1996,곰달래로2길 16,202412~202703,갱신,사용,"21,000",0,아파트
2527,서울특별시 영등포구 여의도동,41,41,0,대교,전세,95.5,202412,18,"66,000",0,10,1975,국제금융로7길 20,202502~202702,신규,-,,,아파트
2528,서울특별시 영등포구 당산동2가,164,164,0,당산2가현대홈타운,전세,82.77,202412,18,"59,000",0,1,1994,당산로 95,202412~202512,갱신,-,"49,000",0,아파트
2529,서울특별시 영등포구 영등포동7가,94-51,94,51,훼미리하우스117,월세,16.98,202412,18,"9,600",17,5,2012,버드나루로 85,202501~202701,신규,-,,,아파트
2531,서울특별시 영등포구 여의도동,32,32,0,수정,전세,74.55,202412,18,"40,000",0,5,1976,국제금융로7길 1,202501~202701,신규,-,,,아파트
2532,서울특별시 영등포구 문래동6가,Jan-38,38,1,문래베어스타운,월세,59.95,202412,18,"15,000",75,9,1997,선유서로 40,202502~202702,갱신,-,"15,000",55,아파트
2544,서울특별시 영등포구 당산동,376,376,0,강변래미안,전세,108.15,202412,18,"80,000",0,13,2002,버드나루로 130,202501~202701,갱신,사용,"80,000",0,아파트
2545,서울특별시 양천구 신정동,1283,1283,0,푸른마을3,전세,84.93,202412,18,"45,000",0,4,2001,신정로11길 63,202501~202701,신규,-,,,아파트
2546,서울특별시 양천구 신정동,1278-1,1278,1,목동삼성,전세,32.76,202412,18,"2,883",0,12,1996,신목로 5,-,신규,-,,,아파트
2547,서울특별시 양천구 신정동,1321,1321,0,이펜하우스1단지,전세,114.73,202412,18,"26,800",0,11,2011,신정이펜1로 99,-,신규,-,,,아파트
2548,서울특별시 양천구 신정동,1279-1,1279,1,목동현대,월세,32.76,202412,18,"2,202",4,4,1997,신목로 10,-,신규,-,,,아파트
2549,서울특별시 양천구 신정동,1318,1318,0,이펜하우스5단지,전세,59.88,202412,18,"20,038",0,5,2011,신정이펜1로 27,202412~202612,갱신,-,"16,699",0,아파트
2550,서울특별시 양천구 신정동,1294,1294,0,학마을2,월세,49.99,202412,18,"1,752",25,1,2000,신정로14길 1,202412~202612,갱신,-,"1,669",24,아파트
2568,서울특별시 양천구 목동,753-1,753,1,금강에스쁘아,전세,82.615,202412,18,"67,000",0,3,2002,목동중앙본로 15,202502~202702,신규,-,,,아파트
2571,서울특별시 마포구 망원동,512,512,0,예지안파크뷰,전세,83.8,202412,18,"51,000",0,6,2004,방울내로1길 41-14,202502~202702,신규,-,,,아파트
2572,서울특별시 양천구 신정동,1293,1293,0,학마을1단지,전세,59.98,202412,18,"38,000",0,5,2000,신정로14길 6,202502~202702,신규,-,,,아파트
2573,서울특별시 서초구 잠원동,163,163,0,반포르엘,전세,84.9818,202412,18,"138,600",0,18,2022,신반포로23길 23,202501~202701,갱신,사용,"132,000",0,아파트
2574,서울특별시 서초구 서초동,1597-6,1597,6,DK밸리뷰서초2차,전세,26.39,202412,18,"40,500",0,19,2022,사임당로 34,202502~202702,신규,-,,,아파트
2576,서울특별시 서초구 서초동,1687,1687,0,유원서초,전세,84.82,202412,18,"90,000",0,18,1993,서초중앙로24길 43,202502~202702,신규,-,,,아파트
2577,서울특별시 서초구 방배동,890-8,890,8,신호나이스빌,전세,147.75,202412,18,"95,000",0,2,2003,서초대로34가길 36,202412~202612,신규,-,,,아파트
2578,서울특별시 서초구 서초동,1754,1754,0,래미안서초에스티지S,월세,59.36,202412,18,"24,388",35,23,2018,서운로 104,-,신규,-,,,아파트
2579,서울특별시 서초구 반포동,1343,1343,0,디에이치반포라클라스,월세,59.9928,202412,18,"30,000",321,10,2021,서초중앙로 206,202502~202702,갱신,사용,"30,000",300,아파트
2580,서울특별시 서초구 반포동,1,1,0,래미안원베일리,전세,101.96,202412,18,"270,000",0,17,2023,반포대로 333,202412~202509,신규,-,,,아파트
2594,서울특별시 관악구 신림동,1423-3,1423,3,로사이신림,월세,18.09,202412,18,"1,000",110,7,2022,남부순환로181길 41,202412~202512,신규,-,,,아파트
2595,서울특별시 관악구 신림동,244,244,0,관악,월세,56.39,202412,18,"5,000",70,1,1983,대학7길 26,202501~202701,신규,-,,,아파트
2596,서울특별시 관악구 신림동,1730,1730,0,신림푸르지오,월세,84.79,202412,18,"20,000",150,12,2005,남부순환로 1430,202502~202702,신규,-,,,아파트
2598,서울특별시 동작구 사당동,1159,1159,0,래미안로이파크,전세,84.98,202412,18,"89,000",0,17,2018,사당로23길 112,202412~202612,갱신,사용,"85,000",0,아파트
2599,서울특별시 동작구 흑석동,336,336,0,흑석한강푸르지오,전세,59.84,202412,18,"70,000",0,2,2012,흑석한강로 27,202501~202701,갱신,-,"67,500",0,아파트
2609,서울특별시 관악구 봉천동,1000,1000,0,현대(관악),전세,105.84,202412,18,"50,400",0,6,1992,관악로 304,202501~202701,갱신,-,"48,000",0,아파트
2631,서울특별시 노원구 상계동,670,670,0,상계주공9(고층),월세,79.07,202412,18,"10,000",107,6,1988,노원로 532,202503~202703,갱신,-,"10,000",100,아파트
2633,서울특별시 노원구 상계동,1294,1294,0,불암현대아파트(106동),월세,27.0,202412,18,856,13,12,1999,덕릉로118길 27,-,신규,-,,,아파트
2637,서울특별시 노원구 상계동,1286,1286,0,동아불암(1286-0),월세,27.0,202412,18,"1,235",13,12,1999,덕릉로112길 13,202501~202612,갱신,-,"1,192",10,아파트
2639,서울특별시 노원구 상계동,1255,1255,0,은빛1단지,월세,49.77,202412,18,"5,000",80,14,1998,동일로245길 162,202412~202612,신규,-,,,아파트
2643,서울특별시 구로구 구로동,1269,1269,0,중앙하이츠(1269),전세,82.3019,202412,18,"47,000",0,9,2001,구로동로47길 24,202502~202702,신규,-,,,아파트
2644,서울특별시 금천구 독산동,1007-13,1007,13,e편한세상독산더타워,월세,59.8637,202412,18,"10,000",160,28,2019,범안로 1212,202502~202602,신규,-,,,아파트
2654,서울특별시 구로구 천왕동,280-2,280,2,천왕연지마을2단지,월세,19.83,202412,18,"4,510",6,3,2017,오리로 1102-13,-,신규,-,,,아파트
2656,서울특별시 구로구 고척동,325,325,0,경남1,월세,59.98,202412,18,"5,000",70,7,1998,경인로47길 150,202412~202612,갱신,사용,"5,000",65,아파트
2658,서울특별시 구로구 구로동,110-8,110,8,하나세인스톤1차,월세,21.7256,202412,18,"14,000",20,16,2011,구로중앙로28다길 16,202501~202701,신규,-,,,아파트
2660,서울특별시 구로구 항동,241,241,0,한양수자인에듀힐즈,전세,84.8784,202412,18,"48,000",0,6,2019,항동로 42,202503~202703,신규,-,,,아파트
2671,서울특별시 강남구 대치동,63,63,0,"대치우성아파트1동,2동,3동,5동,6동,7동",전세,84.69,202412,18,"62,840",0,12,1984,영동대로 230,202501~202701,갱신,-,"62,840",0,아파트
2674,서울특별시 강남구 청담동,102,102,0,연세리버테라스,전세,243.49,202412,18,"346,500",0,7,2003,선릉로190길 64,202412~202612,갱신,-,"330,000",0,아파트
2675,서울특별시 강남구 청담동,30-33,30,33,청담대림이-편한세상,월세,113.57,202412,18,"10,000",350,1,2002,학동로77길 27,202502~202603,신규,-,,,아파트
2679,서울특별시 강남구 개포동,651-1,651,1,개포더샵트리에,전세,105.8064,202412,18,"145,000",0,9,2021,개포로 311,202502~202702,신규,-,,,아파트
2681,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,전세,76.1709,202412,18,"140,000",0,3,2019,삼성로 11,202501~202701,갱신,사용,"135,000",0,아파트
2688,서울특별시 강남구 역삼동,761-10,761,10,대림역삼,전세,84.96,202412,18,"93,000",0,13,1997,언주로 316,202501~202701,신규,-,,,아파트
2698,서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,월세,84.95,202412,18,"50,000",80,8,1999,토성로 37,202412~202612,신규,-,,,아파트
2700,서울특별시 송파구 풍납동,397-1,397,1,드림스페이스II,월세,14.71,202412,18,"2,000",59,5,2014,강동대로3길 20,202412~202512,신규,-,,,아파트
2701,서울특별시 송파구 석촌동,24-3,24,3,석촌호수효성해링턴타워,월세,15.8307,202412,18,"2,000",90,10,2015,석촌호수로 210,202412~202612,신규,-,,,아파트
2709,서울특별시 강남구 세곡동,511,511,0,강남신동아파밀리에2단지,월세,59.97,202412,18,"9,081",16,9,2011,헌릉로590길 10,-,신규,-,,,아파트
2710,서울특별시 강남구 세곡동,516,516,0,세곡리엔파크(3단지),월세,59.97,202412,18,"5,735",39,11,2011,헌릉로590길 11,-,신규,-,,,아파트
2722,서울특별시 노원구 중계동,435-1,435,1,중계현대2,전세,84.34,202412,18,"39,500",0,9,1991,한글비석로15길 51,202501~202701,갱신,-,"39,000",0,아파트
2736,서울특별시 은평구 갈현동,267-1,267,1,라이프시티,전세,79.11,202412,18,"30,000",0,10,1991,갈현로29길 61,202502~202702,신규,-,,,아파트
2741,서울특별시 은평구 응암동,110-1,110,1,위산일리온시티,월세,19.42,202412,18,"17,000",20,16,2020,은평로 116,202501~202701,신규,-,,,아파트
2745,서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,전세,84.98,202412,18,"58,000",0,14,2010,불광로 122-10,202412~202612,신규,-,,,아파트
2747,서울특별시 은평구 불광동,633,633,0,북한산현대홈타운,전세,84.9956,202412,18,"50,000",0,7,2004,불광로2길 16,202501~202701,신규,-,,,아파트
2751,서울특별시 은평구 진관동,83,83,0,우물골2단지두산위브(204~208동)BL2-5,전세,84.51,202412,18,"53,000",0,5,2009,진관2로 77,202502~202602,갱신,-,"53,000",0,아파트
2753,서울특별시 은평구 진관동,11,11,0,상림마을7단지아이파크(719~729동)BL1-13,전세,134.91,202412,18,"50,000",0,4,2008,진관4로 48-50,202412~202612,갱신,-,"47,000",0,아파트
2761,서울특별시 중랑구 망우동,490-8,490,8,해븐타워,월세,22.74,202412,18,"16,500",6,8,2020,망우로 400,202502~202702,신규,-,,,아파트
2764,서울특별시 중랑구 면목동,1541,1541,0,주함해븐타워원(면목동),월세,14.87,202412,18,"14,969",1,3,2020,봉우재로 130,202503~202703,갱신,-,"15,046",0,아파트
2766,서울특별시 성북구 동소문동6가,03-01,3,1,시티플레이스,월세,14.01,202412,18,"7,000",56,9,2015,동소문로 73,202502~202602,신규,-,,,아파트
2768,서울특별시 성북구 정릉동,239-5,239,5,정릉풍림아이원(임대),월세,32.76,202412,18,"1,543",16,8,2005,솔샘로25길 11-14,202412~202612,신규,-,,,아파트
2770,서울특별시 중랑구 신내동,783,783,0,성원,전세,84.4,202412,18,"40,000",0,19,1994,신내로 51,202502~202702,신규,-,,,아파트
2771,서울특별시 동대문구 답십리동,990-1,990,1,답십리두산(임대),월세,32.93,202412,18,"3,340",1,5,2000,답십리로56길 21-1,202412~202612,갱신,-,"3,268",4,아파트
2776,서울특별시 동대문구 장안동,329-2,329,2,장안힐스테이트,월세,133.275,202412,18,"45,000",120,3,2007,장안벚꽃로1길 7,202501~202701,신규,-,,,아파트
2779,서울특별시 중랑구 상봉동,May-81,81,5,한일써너스빌,월세,84.602,202412,18,"6,000",150,19,2003,망우로 346,202501~202701,갱신,사용,"6,000",150,아파트
2781,서울특별시 성북구 삼선동2가,420,420,0,삼선현대힐스테이트,월세,56.83,202412,18,"24,000",60,7,2009,낙산길 243-15,202501~202701,신규,-,,,아파트
2782,서울특별시 중랑구 묵동,381,381,0,신안1,전세,59.96,202412,18,"32,300",0,5,1999,공릉로2라길 15,202501~202701,갱신,-,"30,800",0,아파트
2792,서울특별시 강동구 성내동,600,600,0,성내3차e-편한세상,전세,84.23,202412,18,"58,000",0,10,2004,천호대로162길 35,202502~202702,신규,-,,,아파트
2793,서울특별시 강동구 천호동,50,50,0,천호2차우림루미아트,월세,84.7,202412,18,"15,000",100,8,2004,양재대로121길 22,202412~202612,신규,-,,,아파트
2799,서울특별시 강동구 길동,400,400,0,길동우성,월세,84.75,202412,18,"20,000",130,4,1994,천호대로193길 37,202412~202612,신규,-,,,아파트
2804,서울특별시 강동구 상일동,Mar-36,36,3,강동리엔파크11단지,월세,17.98,202412,18,"5,256",21,10,2021,고덕로98길 101,-,신규,-,,,아파트
2811,서울특별시 강동구 강일동,91,91,0,강동리버스트7단지,전세,59.95,202412,18,"27,011",0,11,2021,아리수로93가길 70,-,신규,-,,,아파트
2818,서울특별시 마포구 창전동,437,437,0,창전래미안,전세,114.82,202412,18,"73,500",0,9,1998,서강로 95,202501~202701,갱신,-,"50,000",80,아파트
2820,서울특별시 서대문구 연희동,746,746,0,연희웨스트팰리스,월세,13.12,202412,18,"1,000",67,5,2014,연희로5길 54-11,202501~202701,신규,-,,,아파트
2822,서울특별시 마포구 공덕동,464,464,0,래미안공덕4차,전세,112.71,202412,18,"90,000",0,4,2005,마포대로11길 50,202502~202702,신규,-,,,아파트
2823,서울특별시 서대문구 북아현동,1013,1013,0,e편한세상신촌3단지,전세,84.93,202412,18,"90,000",0,11,2018,북아현로 29,202501~202701,신규,-,,,아파트
2828,서울특별시 서대문구 홍제동,463,463,0,문화촌현대,전세,84.99,202412,18,"52,500",0,14,2002,문화촌길 6-24,202502~202702,신규,-,,,아파트
2840,서울특별시 중구 인현동2가,240,240,0,세운푸르지오헤리시티,월세,28.4064,202412,18,"28,000",20,14,2023,마른내로 79,202502~202702,신규,-,,,아파트
2842,서울특별시 용산구 한강로2가,426,426,0,용산베르디움프렌즈,월세,39.8036,202412,18,"16,052",28,5,2021,백범로99길 40,202503~202703,갱신,-,"16,052",27,아파트
2844,서울특별시 용산구 문배동,24-6,24,6,CJ나인파크,전세,84.98,202412,18,"64,000",0,7,2007,백범로90다길 12,202412~202612,갱신,-,"59,000",0,아파트
2848,서울특별시 성동구 하왕십리동,1002,1002,0,왕십리KCC스위첸,전세,64.244,202412,18,"63,000",0,3,2016,무학봉길 35,202502~202702,신규,-,,,아파트
2850,서울특별시 용산구 산천동,204,204,0,한강타운,월세,59.69,202412,18,"30,000",48,6,2001,새창로8길 157,202501~202701,신규,-,,,아파트
2854,서울특별시 용산구 서빙고동,241-21,241,21,신동아,월세,95.66,202412,18,"60,000",40,1,1984,이촌로 347,202412~202612,갱신,-,"60,000",30,아파트
2856,서울특별시 용산구 원효로4가,178,178,0,강변삼성스위트,전세,59.92,202412,18,"45,000",0,5,1999,원효로 40,202412~202612,갱신,-,"39,500",0,아파트
2857,서울특별시 종로구 무악동,89,89,0,경희궁롯데캐슬,전세,104.445,202412,18,"99,750",0,1,2019,통일로 230,202503~202703,갱신,사용,"95,000",0,아파트
2869,서울특별시 송파구 오금동,135,135,0,송파두산위브,전세,59.9823,202412,18,"59,000",0,22,2019,성내천로 103,202506~202612,신규,-,,,아파트
2873,서울특별시 송파구 방이동,193-37,193,37,옥산크리스탈,전세,74.53,202412,18,"59,000",0,2,2001,위례성대로14길 11,202502~202702,신규,-,,,아파트
2881,서울특별시 송파구 가락동,165,165,0,래미안파크팰리스,월세,59.968,202412,18,"20,000",210,12,2007,동남로 225,202502~202702,신규,-,,,아파트
2886,서울특별시 송파구 거여동,46,46,0,현대3차,월세,84.94,202412,18,"10,000",155,1,1993,거마로 41,202501~202701,신규,-,,,아파트
2891,서울특별시 송파구 거여동,294,294,0,거여5단지,전세,59.74,202412,18,"38,000",0,9,1997,양산로4길 16,202501~202701,신규,-,,,아파트
2900,서울특별시 송파구 가락동,102,102,0,한신1,월세,84.51,202412,17,"25,000",140,14,1993,송파대로 220,202502~202702,신규,-,,,아파트
2937,서울특별시 구로구 구로동,103-6,103,6,구로오네뜨시티,월세,25.07,202412,17,100,100,13,2022,가마산로 271,202412~202503,신규,-,,,아파트
2938,서울특별시 구로구 구로동,106-10,106,10,순영웰라이빌1차,전세,59.5,202412,17,"38,000",0,14,2003,가마산로27길 24,202502~202702,신규,-,,,아파트
2990,서울특별시 강서구 방화동,819,819,0,개화,월세,133.98,202412,17,"20,000",170,3,1994,금낭화로 167,202503~202703,신규,-,,,아파트
3001,서울특별시 양천구 목동,948,948,0,월드메르디앙2,전세,84.3,202412,17,"67,000",0,11,2003,목동중앙본로1길 5,202502~202702,갱신,-,"58,000",0,아파트
3006,서울특별시 마포구 상암동,1674,1674,0,상암월드컵파크8단지,전세,39.95,202412,17,"7,145",0,2,2008,월드컵로42길 12,202412~202612,갱신,-,"7,861",0,아파트
3025,서울특별시 양천구 신정동,1325,1325,0,목동파크자이(101동~108동),전세,84.926,202412,17,"84,000",0,4,2019,목동남로4길 80,202501~202612,갱신,-,"64,000",0,아파트
3030,서울특별시 양천구 목동,931,931,0,목동현대아파트(931),전세,32.76,202412,17,"3,015",0,1,1997,목동동로12길 59,202412~202612,갱신,-,"2,873",0,아파트
3031,서울특별시 양천구 목동,934,934,0,금호1,전세,84.96,202412,17,"87,990",0,16,1997,목동동로 258,202504~202704,갱신,-,"55,000",120,아파트
3034,서울특별시 강서구 가양동,1496,1496,0,일신건영휴먼빌,전세,59.984,202412,17,"36,200",0,4,2004,강서로 490,202502~202702,신규,-,,,아파트
3035,서울특별시 강서구 화곡동,915-8,915,8,팔라이스아파트먼트(915-8),월세,30.14,202412,17,"17,400",10,10,2014,강서로7길 69-5,202412~202612,갱신,-,"19,000",0,아파트
3039,서울특별시 강서구 마곡동,1535,1535,0,마곡일성트루엘아파트,전세,72.034,202412,17,"39,900",0,5,2013,방화대로34길 110,202502~202702,갱신,사용,"38,000",0,아파트
3042,서울특별시 강서구 염창동,291,291,0,현대3,월세,59.92,202412,17,"30,000",32,13,1996,양천로75길 60,202501~202701,갱신,사용,"30,000",25,아파트
3045,서울특별시 강북구 번동,139,139,0,해모로아파트,전세,59.94,202412,17,"30,000",0,4,2003,오현로 156,202502~202702,신규,-,,,아파트
3047,서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,전세,59.855,202412,17,"44,000",0,4,2003,오패산로 46,202503~202703,신규,-,,,아파트
3048,서울특별시 도봉구 쌍문동,285-5,285,5,동익미라벨,전세,84.53,202412,17,"33,600",0,15,1987,우이천로32길 67,202412~202612,갱신,-,"32,000",0,아파트
3055,서울특별시 도봉구 방학동,736,736,0,신동아타워아파트,전세,84.74,202412,17,"35,000",0,15,1997,방학로 210,202502~202702,신규,-,,,아파트
3057,서울특별시 도봉구 창동,661-55,661,55,스마트트라움,월세,16.42,202412,17,"14,000",10,8,2021,도봉로 504,202502~202702,신규,-,,,아파트
3061,서울특별시 도봉구 방학동,718-7,718,7,이에스에이아파트1,전세,84.98,202412,17,"45,000",0,5,2003,마들로 657,202501~202701,갱신,-,"36,500",0,아파트
3063,서울특별시 도봉구 쌍문동,59,59,0,한양2,월세,35.1,202412,17,"1,000",52,4,1989,해등로 231,202412~202512,갱신,-,"1,000",50,아파트
3069,서울특별시 도봉구 창동,373,373,0,창동주공4단지,전세,49.94,202412,17,"23,000",0,11,1991,덕릉로 349,202502~202702,신규,-,,,아파트
3070,서울특별시 성동구 금호동4가,1555,1555,0,서울숲르씨엘,전세,59.5075,202412,17,"50,400",0,8,2023,독서당로46길 34,202502~202702,갱신,사용,"48,000",0,아파트
3075,서울특별시 광진구 자양동,793,793,0,우방리버파크,전세,59.87,202412,17,"55,000",0,5,2003,능동로4길 78,202502~202702,신규,-,,,아파트
3076,서울특별시 광진구 자양동,579,579,0,우성1,전세,59.91,202412,17,"43,000",0,12,1988,뚝섬로 569,202502~202702,신규,-,,,아파트
3077,서울특별시 성동구 성수동1가,704,704,0,한진타운,전세,59.4,202412,17,"58,000",0,4,1994,뚝섬로 310,202502~202702,신규,-,,,아파트
3080,서울특별시 성동구 성수동2가,712,712,0,청구강변1,전세,84.87,202412,17,"35,000",0,17,1994,둘레15길 7,202405~203205,갱신,-,"35,000",0,아파트
3081,서울특별시 성동구 금호동2가,1,1,0,신금호파크자이,전세,59.98,202412,17,"72,000",0,6,2016,금호로 173,202501~202701,신규,-,,,아파트
3082,서울특별시 광진구 구의동,680,680,0,e편한세상광진그랜드파크,월세,84.9839,202412,17,"84,060",40,5,2021,광나루로 458,202501~202701,갱신,-,"70,000",80,아파트
3085,서울특별시 동대문구 용두동,796,796,0,래미안엘리니티,전세,84.92,202412,17,"73,500",0,6,2022,한빛로 49,202501~202701,갱신,사용,"70,000",0,아파트
3086,서울특별시 광진구 화양동,113-1,113,1,광진코지웰,월세,18.82,202412,17,"1,000",75,3,2014,능동로19길 35,202502~202702,신규,-,,,아파트
3087,서울특별시 광진구 화양동,530,530,0,씨즈건대힐스,월세,14.23,202412,17,"16,000",25,9,2017,광나루로20길 17,202412~202612,갱신,-,"17,300",0,아파트
3088,서울특별시 동대문구 전농동,695,695,0,동대문롯데캐슬노블레스,전세,84.98,202412,17,"65,000",0,9,2018,답십리로23길 30,202502~202702,신규,-,,,아파트
3090,서울특별시 광진구 중곡동,699,699,0,욱현하이브Ⅲ,월세,15.69,202412,17,"11,000",20,6,2012,용마산로1길 7,202501~202601,갱신,-,"14,000",0,아파트
3091,서울특별시 영등포구 당산동3가,561,561,0,동부센트레빌,전세,94.75,202412,17,"70,000",0,12,2003,영신로 191,202501~202701,신규,-,,,아파트
3098,서울특별시 영등포구 당산동,121-26,121,26,브라보,월세,26.58,202412,17,"23,500",7,14,2016,버드나루로 103,202501~202701,신규,-,,,아파트
3099,서울특별시 영등포구 신길동,02-03,2,3,삼두,월세,43.65,202412,17,"3,000",80,1,1987,여의대방로61길 19,202501~202701,신규,-,,,아파트
3100,서울특별시 영등포구 도림동,821,821,0,영등포아트자이,월세,36.437,202412,17,"3,731",12,5,2014,도영로 66,-,신규,-,,,아파트
