NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
191046,서울특별시 구로구 구로동,749-49,749,49,(749-49),월세,36.66,202402,19,"1,000",60,5,1995,구로동로20길 64-8,202402~202602,신규,-,,,아파트
191079,서울특별시 구로구 구로동,780-19,780,19,에덴빌라,전세,48.81,202402,19,"11,100",0,1,1995,도림로12길 11-9,202403~202603,신규,-,,,아파트
191230,서울특별시 강남구 역삼동,607-17,607,17,역삼동칼라,월세,50.1,202402,19,"10,000",100,7,2002,논현로101길 6,202403~202603,신규,-,,,아파트
191251,서울특별시 강서구 화곡동,957-1,957,1,근상프리즘(957-1),전세,82.92,202402,19,"12,000",0,2,2003,까치산로 152,202402~202602,갱신,-,"12,000",0,아파트
191438,서울특별시 성북구 정릉동,822-1,822,1,대원아파트,전세,78.81,202402,18,"25,200",0,5,2006,보국문로38길 34,202403~202603,갱신,-,"25,200",0,아파트
191757,서울특별시 강남구 도곡동,948-5,948,5,삼경하이빌2,전세,42.27,202402,17,"22,000",0,2,2000,강남대로48길 15,202403~202603,신규,-,,,아파트
191812,서울특별시 은평구 불광동,484-60,484,60,제이타워,월세,15.05,202402,17,"2,000",60,8,2013,통일로82가길 4-4,202403~202603,신규,-,,,아파트
191866,서울특별시 송파구 가락동,01-10,1,10,현대빌라트1,전세,158.24,202402,17,"65,000",0,2,1996,오금로36길 4-30,202404~202604,신규,-,,,아파트
191896,서울특별시 강동구 명일동,348-4,348,4,동은그랜드,월세,83.79,202402,17,"5,000",160,3,2006,천중로51길 108-5,202404~202604,신규,-,,,아파트
192070,서울특별시 마포구 연남동,564-35,564,35,리츠,월세,48.6,202402,17,"5,000",120,7,2012,연남로1길 84,202403~202603,신규,-,,,아파트
192198,서울특별시 동대문구 장안동,334-6,334,6,우성2차아파트(334-6),월세,84.67,202402,17,"3,000",165,5,2005,장한로26길 67,202403~202603,신규,-,,,아파트
192432,서울특별시 강남구 논현동,217-34,217,34,학동,월세,107.86,202402,17,"40,000",150,2,2005,논현로124길 28,202404~202604,신규,-,,,아파트
192611,서울특별시 관악구 봉천동,1718-6,1718,6,하이캐슬,월세,84.97,202402,17,"26,000",60,7,2004,성현로 14,202403~202603,신규,-,,,아파트
192619,서울특별시 관악구 신림동,587-98,587,98,신화아트벨리1차,전세,61.97,202402,17,"25,900",0,1,2005,난곡로48길 20-7,202402~202602,갱신,-,"31,600",10,아파트
192903,서울특별시 강서구 가양동,192-9,192,9,한림타운,월세,84.6,202402,17,"10,000",100,6,2003,강서로 511,202402~202602,신규,-,,,아파트
193118,서울특별시 금천구 시흥동,977-1,977,1,루체클래식,전세,58.883,202402,17,"31,000",0,3,2019,시흥대로2길 24,202404~202604,신규,-,,,아파트
193178,서울특별시 강서구 방화동,847,847,0,유니트로,월세,22.77,202402,16,"2,567",25,5,2012,개화동로21길 49,202403~202605,신규,-,,,아파트
193316,서울특별시 은평구 응암동,403-32,403,32,뉴월드(403-32),전세,79.68,202402,16,"25,000",0,2,2005,응암로20길 22-23,202403~202603,갱신,-,"21,525",0,아파트
193322,서울특별시 은평구 역촌동,43-55,43,55,청우참조은,월세,50.31,202402,16,"5,000",75,2,2003,연서로2길 18-1,202403~202603,신규,-,,,아파트
193362,서울특별시 관악구 남현동,1134,1134,0,예성2차그린캐슬,전세,84.1,202402,16,"59,000",0,5,2004,남현7길 3,202404~202604,신규,-,,,아파트
193554,서울특별시 용산구 용문동,38-76,38,76,삼성하이츠,전세,85.0,202402,16,"55,000",0,4,2003,효창원로25다길 17-3,202404~202604,신규,-,,,아파트
193580,서울특별시 종로구 숭인동,1421,1421,0,버넷하임1,월세,17.93,202402,16,"1,000",60,15,2013,난계로29가길 16,202403~202503,신규,-,,,아파트
193955,서울특별시 강서구 등촌동,526-5,526,5,세심,전세,82.84,202402,16,"36,350",0,2,2004,등촌로51라길 21,202402~202602,갱신,-,"28,350",0,아파트
193963,서울특별시 강서구 화곡동,921-18,921,18,동훈타마르(921-18),월세,58.55,202402,16,"1,000",150,12,2011,곰달래로 70,202402~202509,신규,-,,,아파트
194103,서울특별시 서대문구 홍은동,304,304,0,연희베벌리힐즈,월세,231.89,202402,16,"30,000",600,5,2006,명지길 104,202402~202602,신규,-,,,아파트
194224,서울특별시 강남구 역삼동,828-11,828,11,예지인,월세,84.33,202402,15,"30,000",150,2,2008,테헤란로10길 42,202403~202603,갱신,사용,"30,000",140,아파트
194241,서울특별시 서초구 반포동,Feb-84,84,2,신구노빌리티,전세,243.37,202402,15,"250,000",0,2,2003,동광로45길 12,202403~202603,신규,-,,,아파트
194253,서울특별시 서초구 방배동,999-2,999,2,방배현대빌라트(999-2),전세,254.45,202402,15,"102,000",0,10,1993,명달로 5-121,202402~202502,신규,-,,,아파트
194351,서울특별시 구로구 구로동,807-1,807,1,(807-1),전세,26.67,202402,15,"9,500",0,5,1997,구로동로8길 17,202404~202604,신규,-,,,아파트
194405,서울특별시 강남구 논현동,102-9,102,9,논현빌라트,월세,53.8,202402,15,"15,010",41,1,1999,선릉로137길 6,202402~202602,갱신,-,"15,000",30,아파트
194486,서울특별시 용산구 후암동,244-86,244,86,신후암,월세,61.85,202402,15,"3,000",90,2,1971,후암로28길 10,202404~202603,신규,-,,,아파트
194759,서울특별시 성북구 보문동7가,139-1,139,1,DH팰리스타워,월세,59.98,202402,15,"6,000",170,13,2021,보문로 29,202402~202602,신규,-,,,아파트
194924,서울특별시 강동구 천호동,Jul-54,54,7,율전에버그린아파트,월세,78.73,202402,15,"13,000",120,2,2005,천중로39길 19,202404~202604,신규,-,,,아파트
195232,서울특별시 서초구 방배동,01-11,1,11,다이너스티힐,월세,256.0,202402,14,0,"1,000",4,2007,동광로27길 66,202403~202603,갱신,-,0,840,아파트
195233,서울특별시 서초구 방배동,878-26,878,26,효산빌라트,전세,76.67,202402,14,"65,000",0,4,2003,방배로26길 44,202404~202604,신규,-,,,아파트
195241,서울특별시 서초구 방배동,985-15,985,15,엘르빌,월세,110.26,202402,14,"25,000",260,7,2003,효령로34길 17,202402~202602,신규,-,,,아파트
195334,서울특별시 양천구 신월동,494-1,494,1,홍익아파트,전세,86.9,202402,14,"32,000",0,6,2004,오목로17길 12,202405~202605,신규,-,,,아파트
195689,서울특별시 강서구 화곡동,926-4,926,4,지석,전세,76.5,202402,14,"23,500",0,5,2002,곰달래로18길 33-13,202403~202603,신규,-,,,아파트
195693,서울특별시 강서구 공항동,Dec-42,42,12,송정제이빌102동,전세,79.59,202402,14,"33,500",0,4,2003,공항대로4길 17,202402~202602,갱신,-,"31,500",0,아파트
195946,서울특별시 서대문구 북아현동,1-77,1,77,진흥1차,전세,122.96,202402,13,"45,000",0,3,2003,북아현로22길 55,202404~202604,신규,-,,,아파트
195981,서울특별시 서대문구 홍은동,392-9,392,9,신원지벤스타2,전세,141.7,202402,13,"65,000",0,1,2005,명지길 80,202402~202403,갱신,-,"65,000",0,아파트
196063,서울특별시 구로구 오류동,01-07,1,7,오류그린,월세,61.68,202402,13,"13,200",15,5,2001,고척로3길 112,202403~202603,신규,-,,,아파트
196085,서울특별시 구로구 구로동,740-7,740,7,(740-7),전세,35.1,202402,13,"10,000",0,5,1996,구로동로12길 49,202403~202603,신규,-,,,아파트
196092,서울특별시 구로구 구로동,780-72,780,72,(780-72)삼익빌라,월세,58.14,202402,13,"15,600",10,5,1998,도림로12길 5-4,202403~202603,신규,-,,,아파트
196283,서울특별시 양천구 신월동,529-2,529,2,세제뉴타운,월세,57.32,202402,13,"4,000",80,5,2002,신월로15길 15,202405~202605,신규,-,,,아파트
196362,서울특별시 동대문구 장안동,383-10,383,10,태솔에버빌2차,전세,59.94,202402,13,"29,200",0,5,2015,장한로23길 11-12,202402~202602,신규,-,,,아파트
196537,서울특별시 강동구 성내동,454-15,454,15,대은팰리스뷰,전세,73.19,202402,13,"43,000",0,3,2006,성내로6길 42-20,202403~202603,신규,-,,,아파트
196789,서울특별시 강서구 화곡동,377-21,377,21,요산페어뷰,전세,74.04,202402,12,"33,760",0,4,2013,가로공원로 177-3,202403~202603,신규,-,,,아파트
196881,서울특별시 송파구 방이동,208-19,208,19,현대빌라(208-19),월세,132.11,202402,9,"50,000",50,6,1993,위례성대로16길 31,202402~202502,갱신,-,"50,000",70,아파트
197414,서울특별시 서초구 방배동,755-14,755,14,리첸시아방배,전세,150.08,202402,8,"105,000",0,8,2010,방배중앙로 204,202402~202602,신규,-,,,아파트
197533,서울특별시 송파구 가락동,169-13,169,13,주성파크빌,전세,82.08,202402,8,"36,000",0,5,2002,오금로44가길 7,202403~202603,신규,-,,,아파트
197579,서울특별시 마포구 상수동,395,395,0,밤섬리버베르빌,월세,174.319,202402,8,"70,000",390,5,2004,와우산로 1,202402~202602,갱신,-,"70,000",400,아파트
198007,서울특별시 강남구 논현동,207,207,0,학동역이안테라디움,월세,25.335,202402,7,"2,000",164,13,2022,학동로 204,202402~202602,신규,-,,,아파트
198058,서울특별시 마포구 공덕동,111-7,111,7,로즈빌A,전세,84.96,202402,7,"41,000",0,1,2004,임정로25길 21,202403~202603,신규,-,,,아파트
198191,서울특별시 서초구 서초동,1471-3,1471,3,다솔,전세,83.4,202402,7,"60,000",0,2,2004,반포대로3길 49,202402~202602,갱신,-,"60,000",0,아파트
198365,서울특별시 은평구 녹번동,83-26,83,26,DH팰리스타워,월세,38.51,202402,6,"1,200",50,12,2020,서오릉로 12,202402~202602,신규,-,,,아파트
198367,서울특별시 은평구 불광동,644,644,0,북한산동호스카이,전세,84.99,202402,6,"38,000",0,6,2013,연서로34길 42,202402~202602,신규,-,,,아파트
198639,서울특별시 중랑구 묵동,161-4,161,4,삼성,전세,57.12,202402,6,"23,000",0,4,1991,중랑역로 279,202403~202603,신규,-,,,아파트
198996,서울특별시 구로구 온수동,157,157,0,다청림시티,전세,41.16,202402,6,"18,000",0,2,2015,부일로1길 26-12,-,-,-,,,아파트
199056,서울특별시 도봉구 방학동,690-3,690,3,부영팰리스,전세,73.94,202402,6,"20,000",0,3,2002,방학로6길 20-6,202403~202603,신규,-,,,아파트
199139,서울특별시 서초구 방배동,802-8,802,8,노블씨티,전세,114.16,202402,5,"125,000",0,2,2008,동광로28길 30,202404~202604,신규,-,,,아파트
199218,서울특별시 광진구 중곡동,646-10,646,10,광남캐스빌3차,월세,40.4,202402,5,"2,000",90,6,2002,천호대로107길 26,202404~202604,신규,-,,,아파트
199242,서울특별시 광진구 군자동,100-109,100,109,서원힐탑,전세,79.41,202402,5,"40,000",0,8,1994,군자로 100-3,202404~202604,신규,-,,,아파트
199295,서울특별시 은평구 갈현동,327-40,327,40,해오름,전세,54.93,202402,5,"13,500",0,3,2004,서오릉로20길 17,202402~202602,신규,-,,,아파트
199302,서울특별시 은평구 신사동,Apr-39,39,4,명남더블레스(39-4),전세,83.21,202402,5,"38,900",0,8,2003,가좌로 295,202404~202604,신규,-,,,아파트
199314,서울특별시 은평구 응암동,236-7,236,7,푸른숲,전세,61.71,202402,5,"25,000",0,7,2011,백련산로 91-5,202403~202603,신규,-,,,아파트
199370,서울특별시 송파구 오금동,Jan-54,54,1,혜성공원(101동),전세,84.68,202402,5,"30,000",0,1,1992,동남로23가길 36,202402~202602,신규,-,,,아파트
199499,서울특별시 동대문구 장안동,570,570,0,청원파크빌,월세,45.41,202402,5,"20,000",30,9,2006,한천로14길 8,202402~202602,신규,-,,,아파트
199507,서울특별시 강동구 길동,396-1,396,1,광남캐스빌아파트101동,전세,81.72,202402,5,"41,000",0,3,2002,천호대로187길 53-15,202403~202603,신규,-,,,아파트
199733,서울특별시 구로구 궁동,182,182,0,다청림(104동),전세,61.51,202402,5,"22,000",0,3,2006,오리로20길 47,202405~202605,신규,-,,,아파트
199790,서울특별시 구로구 구로동,796-22,796,22,행복주택,전세,45.93,202402,5,"14,000",0,2,1997,도림로6길 39-16,202403~202603,신규,-,,,아파트
199846,서울특별시 강남구 신사동,550-20,550,20,우찬,전세,105.06,202402,5,"73,250",0,7,2004,압구정로18길 14-12,202402~202602,갱신,-,"68,250",0,아파트
199992,서울특별시 용산구 효창동,05-01,5,1,태원팰리스,월세,119.3,202402,4,"20,000",100,6,2007,효창원로70길 49,202404~202504,신규,-,,,아파트
200077,서울특별시 강남구 개포동,1165,1165,0,포이현대빌라트,전세,150.25,202402,4,"13,000",0,7,1997,논현로4길 50,202402~202602,신규,-,,,아파트
200195,서울특별시 강남구 도곡동,514-3,514,3,도곡스타빌,전세,57.24,202402,3,"48,000",0,2,2006,남부순환로370길 20,202403~202603,신규,-,,,아파트
200346,서울특별시 마포구 망원동,465-33,465,33,광남캐스빌C,월세,65.23,202402,3,"10,000",69,7,2002,방울내로5길 39-1,202402~202602,갱신,사용,"10,000",64,아파트
200360,서울특별시 서초구 방배동,807-5,807,5,노블하임,전세,242.77,202402,3,"320,000",0,6,2003,동광로 98,202404~202604,신규,-,,,아파트
200473,서울특별시 은평구 녹번동,29-108,29,108,리베하임,전세,84.3,202402,3,"27,000",0,3,2007,통일로57길 16,202402~202602,갱신,-,"26,000",0,아파트
200494,서울특별시 은평구 갈현동,488-16,488,16,천수,전세,77.73,202402,3,"27,900",0,4,2003,연서로17길 34-14,202404~202604,신규,-,,,아파트
200542,서울특별시 서대문구 북가좌동,384-1,384,1,우공팰리스,전세,84.97,202402,3,"32,200",0,3,2007,수색로8길 40,202402~202602,갱신,-,"32,000",0,아파트
200543,서울특별시 서대문구 홍제동,468,468,0,홍제비콘드림힐,전세,64.274,202402,3,"39,700",0,3,2006,세무서8길 49,202404~202604,신규,-,,,아파트
201164,서울특별시 동작구 사당동,1150,1150,0,삼익그린뷰,전세,59.1605,202402,3,"35,000",0,9,2003,남부순환로255길 21,202403~202603,신규,-,,,아파트
201191,서울특별시 관악구 신림동,610-265,610,265,늘푸른,전세,75.91,202402,3,"25,000",0,3,2007,법원단지24길 34,202404~202604,신규,-,,,아파트
201294,서울특별시 송파구 방이동,169-2,169,2,세원아파트,전세,60.76,202402,3,"37,000",0,4,2003,위례성대로8길 13,202403~202603,신규,-,,,아파트
201342,서울특별시 강남구 논현동,Jun-44,44,6,은탑리더스카운티,월세,102.1,202402,3,"40,000",154,4,2003,학동로9길 15,202403~202603,신규,-,,,아파트
201344,서울특별시 강남구 논현동,Aug-44,44,8,지고하임(101동),전세,80.39,202402,3,"65,000",0,3,2003,학동로9길 21,202403~202603,신규,-,,,아파트
201565,서울특별시 성북구 장위동,314,314,0,그린빌아파트,전세,84.69,202402,3,"31,000",0,8,2002,돌곶이로41가길 54,202402~202602,신규,-,,,아파트
201607,서울특별시 노원구 월계동,880,880,0,유원,전세,84.93,202402,2,"30,000",0,1,1998,덕릉로60길 252,202403~202603,신규,-,,,아파트
201676,서울특별시 중구 산림동,207-1,207,1,청계상가,전세,76.69,202402,2,"25,000",0,8,1971,청계천로 160,-,-,-,,,아파트
201762,서울특별시 서초구 반포동,Mar-71,71,3,반포TS프리우스,전세,134.63,202402,2,"115,000",0,5,2005,서래로8길 30,202402~202602,갱신,사용,"120,000",0,아파트
202052,서울특별시 강동구 암사동,441-2,441,2,정산(102동),전세,83.42,202402,2,"50,000",0,9,2001,올림픽로104길 14,202404~202604,신규,-,,,아파트
202350,서울특별시 강남구 청담동,141-1,141,1,청담매스터빌,전세,206.85,202402,1,"160,000",0,7,1994,도산대로81길 69,202402~202602,신규,-,,,아파트
202416,서울특별시 강남구 도곡동,952-14,952,14,원팰리스,전세,83.25,202402,1,"57,700",0,5,2003,남부순환로351길 23,202403~202603,갱신,-,"55,000",0,아파트
202472,서울특별시 마포구 서교동,485-17,485,17,카라(카라),월세,82.7,202402,1,"3,000",210,5,2023,월드컵로8길 17,202403~202603,신규,-,,,아파트
202574,서울특별시 종로구 창신동,602,602,0,일우,전세,59.3,202402,1,"25,000",0,4,2002,창신길 134,202403~202603,신규,-,,,아파트
202620,서울특별시 관악구 남현동,602-110,602,110,라움아파트,전세,52.41,202402,1,"37,000",0,3,2016,승방길 90-1,202403~202603,신규,-,,,아파트
202636,서울특별시 서초구 양재동,370,370,0,현대,전세,146.56,202402,1,"80,000",0,1,1993,동산로6길 19,202403~202603,신규,-,,,아파트
202750,서울특별시 은평구 신사동,23-53,23,53,정은노블스B,전세,77.43,202402,1,"36,000",0,6,2006,증산로 463-1,202404~202604,신규,-,,,아파트
203116,서울특별시 노원구 월계동,380-1,380,1,삼능스페이스향,전세,84.81,202401,31,"40,000",0,11,2006,석계로18길 23,202403~202603,신규,-,,,아파트
203175,서울특별시 강남구 도곡동,199-4,199,4,도곡지웰카운티101동,전세,107.11,202401,31,"115,000",0,5,2010,남부순환로373길 3,202401~202601,갱신,-,"105,000",10,아파트
203193,서울특별시 송파구 삼전동,166-10,166,10,동신,전세,79.98,202401,31,"20,000",0,5,2003,백제고분로32길 26-20,202402~202602,신규,-,,,아파트
203202,서울특별시 강남구 대치동,950-3,950,3,월드빌,전세,107.26,202401,31,"20,000",0,2,2004,영동대로85길 17-7,202401~202801,신규,-,,,아파트
