NO,단지명,도로명,지번주소,위도,경도,매물 ID,CCTV 카메라 대수
3180,(1687-1),솔밭로2길 24,서울특별시 관악구 봉천동 1687-1,37.4776185,126.9640093,3180,321
3181,(109-100),서강로16길 15,서울특별시 마포구 노고산동 109-100,37.55299068,126.9350674,3181,186
3182,이수아트빌2차,곰달래로 144,서울특별시 강서구 화곡동 897-22,37.53053976,126.8488829,3182,309
3183,네오라이프,불광천길 528,서울특별시 은평구 응암동 113-23,37.59749864,126.9164532,3183,332
3184,주건축물제1동,광나루로2길 24-10,서울특별시 성동구 성수동2가 299-177,37.5487496,127.054001,3184,184
3185,거장메카,서오릉로2길 12,서울특별시 은평구 녹번동 183-2,37.60214107,126.9279088,3185,330
3186,더큐브II,난계로15길 13,서울특별시 중구 황학동 1448-0,37.56882856,127.0227877,3186,234
3187,진주오피스텔,화랑로 425-3,서울특별시 노원구 공릉동 683-20,37.61770103,127.0746034,3187,218
3188,동화오피스텔,당산로 164-1,서울특별시 영등포구 당산동4가 32-69,37.52894621,126.8984582,3188,159
3189,씨티오피스텔,봉천로 178,서울특별시 관악구 신림동 1446-13,37.48960639,126.9214067,3189,261
3190,삼일맨션,덕릉로59길 67,서울특별시 도봉구 창동 632-1,37.64153966,127.0360319,3190,68
3191,BLUE SKY,능동로19길 23,서울특별시 광진구 화양동 111-73,37.54703996,127.0723555,3191,73
3192,포레스트힐시티,대학로 33,서울특별시 종로구 효제동 65-2,37.57421707,127.0018345,3192,135
3193,힐스테이트 도봉역 웰가,도봉로180나길 19,서울특별시 도봉구 도봉동 63-0,37.68338412,127.04833,3193,8
3194,휘경동칼라하우스,회기로31가길 34-3,서울특별시 동대문구 휘경동 183-186,37.5907924,127.0568498,3194,306
3195,조일뉴타워,구로동로 167,서울특별시 구로구 구로동 414-10,37.49352801,126.8829696,3195,426
3196,LaForet,고덕로8길 55,서울특별시 강동구 암사동 500-14,37.55222102,127.1290323,3196,222
3197,(183-5),송파대로49길 6,서울특별시 송파구 석촌동 183-5,37.50791946,127.1037667,3197,138
3198,석촌트럼프월드,백제고분로39길 10-20,서울특별시 송파구 석촌동 175-12,37.50565456,127.1059437,3198,179
3199,(503-5),상암로3길 40,서울특별시 강동구 암사동 503-5,37.55222923,127.1273623,3199,186
3200,라임타워,용마산로 304,서울특별시 중랑구 면목동 1094-1,37.57918294,127.09221,3200,297
3201,에이플러스빌,고산자로 397,서울특별시 동대문구 용두동 40-35,37.57504449,127.0377051,3201,202
3202,(102-86),면목로94길 5,서울특별시 중랑구 상봉동 102-86,37.5954369,127.0863049,3202,298
3203,BR엘리텔,독막로19길 15,서울특별시 마포구 상수동 141-1,37.54798649,126.9248136,3203,171
3204,(1075-11),강서로 161-3,서울특별시 강서구 화곡동 1075-11,37.54107649,126.8404492,3204,268
3205,성수동 아스테리아,아차산로11가길 7,서울특별시 성동구 성수동2가 278-29,37.54641964,127.0611591,3205,203
3206,더프라우드창동,도봉로 596,서울특별시 도봉구 창동 731-19,37.65785257,127.0405316,3206,0
3207,(3-595),종암로 126-5,서울특별시 성북구 종암동 3-595,37.60156478,127.0337573,3207,209
3208,위너스하임,국회대로56길 6,서울특별시 영등포구 영등포동7가 94-369,37.52442844,126.9090081,3208,211
3209,신현빌A동,두산로9가길 26-1,서울특별시 금천구 가산동 235-84,37.47324351,126.8915501,3209,171
3210,공덕 시티하우스,만리재로 81,서울특별시 마포구 공덕동 115-45,37.54791237,126.9584064,3210,263
3211,동양빌,진흥로13길 6-3,서울특별시 은평구 대조동 29-15,37.60941056,126.9257901,3211,272
3212,반포스테이,동광로19길 136,서울특별시 서초구 방배동 750-10,37.49805289,126.9860862,3212,207
3213,동아타운21,관악로37길 15,서울특별시 관악구 봉천동 7-312,37.48892927,126.9571458,3213,249
3214,웰빙오피스텔,봉천로 346,서울특별시 관악구 봉천동 948-4,37.48448544,126.9384579,3214,351
3215,광진팰리스,자양로 144-1,서울특별시 광진구 구의동 251-26,37.54056061,127.0836578,3215,80
3216,프라하임 장안1,천호대로83길 8,서울특별시 동대문구 장안동 432-11,37.56262206,127.0646248,3216,190
3217,하늘드리움2차,난계로11길 36,서울특별시 중구 황학동 876-0,37.56669065,127.0219783,3217,311
3218,종로1가 대성스카이렉스,삼봉로 95,서울특별시 종로구 견지동 110-0,37.57248785,126.9824418,3218,93
3219,(494-17),구로동로50길 8,서울특별시 구로구 구로동 494-17,37.49936289,126.8827518,3219,305
3220,ALPS,가산로 94,서울특별시 금천구 독산동 148-27,37.47442153,126.8944872,3220,260
3221,현대힐타운,범안로12가길 31-16,서울특별시 금천구 독산동 1006-64,37.46556481,126.8942199,3221,212
3222,신촌센트럴코업레지던스,서강로 137,서울특별시 마포구 노고산동 57-26,37.55462464,126.9355716,3222,250
3223,(1459-25),신림동길 35-7,서울특별시 관악구 신림동 1459-25,37.48659244,126.9251754,3223,465
3224,농은오피스텔,창전로 12,서울특별시 마포구 신정동 96-32,37.54402319,126.9304203,3224,92
3225,(76-24),연희로 188-1,서울특별시 서대문구 연희동 76-24,37.57388358,126.9358318,3225,108
3226,신촌자이엘라,신촌로 149,서울특별시 서대문구 대현동 104-36,37.55684321,126.9424558,3226,317
3227,효성주얼리시티,종로 183,서울특별시 종로구 인의동 48-2,37.57148292,126.9986666,3227,132
3228,늘해랑,능동로37길 31-8,서울특별시 광진구 중곡동 639-16,37.55829249,127.0779276,3228,92
3229,광진해모로리버뷰,강변역로4길 56,서울특별시 광진구 구의동 547-7,37.53335703,127.0921207,3229,54
3230,(1430-2),신림로71길 7,서울특별시 관악구 신림동 1430-2,37.4883831,126.9279157,3230,413
3231,프라임빌,양평로 92-4,서울특별시 영등포구 양평동4가 153-32,37.53666745,126.8972372,3231,152
3232,산들파크빌2,시흥대로57길 19-41,서울특별시 금천구 시흥동 992-63,37.45260252,126.8993071,3232,196
3233,쥬빌리12차,가산디지털1로 230,서울특별시 금천구 가산동 505-3,37.48569446,126.8796377,3233,306
3234,세교예지안10차,가산로3길 70,서울특별시 금천구 가산동 235-46,37.47246997,126.8917281,3234,179
3235,골드 마운틴,독산로51길 11-7,서울특별시 금천구 독산동 1044-3,37.46259131,126.9036117,3235,478
3236,(1463-2),관천로12길 6,서울특별시 관악구 신림동 1463-2,37.48582406,126.9250206,3236,476
3237,DK밸리뷰시티,반포대로14길 14,서울특별시 서초구 서초동 1584-6,37.48513652,127.0120141,3237,232
3238,신영스카이텔,신촌로 119,서울특별시 서대문구 창천동 20-51,37.55619017,126.9390366,3238,285
3239,라이프빌딩,신촌로14길 11,서울특별시 마포구 노고산동 54-21,37.55541754,126.9338126,3239,256
3240,한양에버빌,광나루로 544,서울특별시 광진구 구의동 229-43,37.5445321,127.0899393,3240,81
3241,하나목동파크뷰,오목로24길 27,서울특별시 양천구 신정동 973-40,37.52194958,126.8530754,3241,942
3242,로얄프라자,가마산로 278,서울특별시 구로구 구로동 97-1,37.49613956,126.8912505,3242,412
3243,대동리버파크빌,시흥대로105길 29,서울특별시 금천구 독산동 1009-100,37.46509948,126.8957886,3243,247
3244,THE LIME,남부순환로181길 15,서울특별시 관악구 신림동 1421-43,37.48522186,126.9308357,3244,439
3245,(1419-27),신림로68길 40,서울특별시 관악구 신림동 1419-27,37.48640509,126.9315054,3245,443
3246,(1589-7),반포대로14길 36,서울특별시 서초구 서초동 1589-7,37.48558935,127.0130308,3246,209
3247,신성월드오피스텔,국회대로55길 32,서울특별시 영등포구 당산동 121-112,37.52794828,126.9075902,3247,155
3248,봄작시티 48,봉우재로 54,서울특별시 중랑구 면목동 180-68,37.59050066,127.0785229,3248,329
3249,수산리빙텔,30,서울특별시 성북구 안암동2가 154-1,37.58616984,127.0226615,3249,218
3250,다온하우스,광나루로4다길 9,서울특별시 성동구 성수동2가 299-163,37.54867663,127.0535798,3250,201
3251,유영팰리스,은행나무로 50,서울특별시 금천구 시흥동 910-0,37.45079998,126.9079496,3251,485
3252,목동중앙하이츠펠리시티,오목로 212,서울특별시 양천구 신정동 988-5,37.52543038,126.8613074,3252,712
3253,라메르,행운1길 123,서울특별시 관악구 봉천동 30-2,37.48409439,126.9559687,3253,322
3254,(29-2),백제고분로22길 4-9,서울특별시 송파구 삼전동 29-2,37.50348133,127.0887899,3254,197
3255,타워 오피스텔,도림로 160,서울특별시 영등포구 대림동 709-3,37.49427898,126.8995969,3255,447
3256,(877-23),남부순환로216길 31,서울특별시 관악구 봉천동 877-23,37.48010649,126.9493537,3256,311
3257,(174-32),공릉로2가길 15-15,서울특별시 중랑구 묵동 174-32,37.61269483,127.0782849,3257,313
3258,남산푸르지오발라드,동호로 360,서울특별시 중구 을지로5가 99-0,37.56648291,127.0027218,3258,201
3259,드림 아카이브,봉우재로33길 21,서울특별시 중랑구 상봉동 107-60,37.59381578,127.087122,3259,355
3260,(29-43),버드나루로7길 12-19,서울특별시 영등포구 영등포동7가 29-43,37.52388354,126.9088024,3260,226
3261,양지,월정로20길 86-3,서울특별시 강서구 화곡동 917-1,37.52984308,126.8436766,3261,374
3262,범우데시앙,화곡로42길 11,서울특별시 강서구 화곡동 24-81,37.54661538,126.8462901,3262,245
3263,신사동 23-48,증산로 463-7,서울특별시 은평구 신사동 23-48,37.59810504,126.9149841,3263,345
3264,알 트라몬토 오피스텔,난계로29길 19-3,서울특별시 종로구 숭인동 1408-0,37.57411661,127.0222329,3264,248
3265,아스테리움 용산,한강대로30길 25,서울특별시 용산구 한강로2가 419-0,37.52763083,126.9688596,3265,153
3266,STAR PARK,도봉로134길 21,서울특별시 도봉구 창동 731-125,37.65741321,127.0414295,3266,0
3267,강남,당산로16길 26,서울특별시 영등포구 당산동1가 458-0,37.52218899,126.8986957,3267,224
3268,선유도 노블레르,양평로28가길 1,서울특별시 영등포구 양평동6가 2-1,37.54063019,126.8902841,3268,140
3269,라비앙 케슬,시흥대로153길 68-6,서울특별시 금천구 가산동 147-33,37.47701129,126.8947751,3269,250
3270,리벤하임써밋,시흥대로102길 41,서울특별시 금천구 독산동 1031-14,37.46534177,126.8983802,3270,332
3271,(27-10),초록마을로3길 53,서울특별시 강서구 화곡동 27-10,37.54640562,126.8473992,3271,259
3272,대상오피스텔,연서로 110,서울특별시 은평구 역촌동 8-15,37.60882034,126.9161217,3272,273
3273,동인에버빌,응암로16길 8-14,서울특별시 은평구 응암동 366-6,37.59105799,126.9185088,3273,345
3274,마음의도시,중앙로46길 8,서울특별시 양천구 신정동 973-2,37.52205307,126.853044,3274,957
3275,엔에스타운,가로공원로 208,서울특별시 강서구 화곡동 368-32,37.5371934,126.8391515,3275,288
3276,삼성쉐르빌,목동중앙서로1길 15,서울특별시 양천구 목동 792-13,37.53319437,126.8642321,3276,565
3277,예림오피스텔,남부순환로216길 8,서울특별시 관악구 봉천동 883-3,37.48113363,126.9489162,3277,360
3278,건양오피스텔,동일로191가길 6,서울특별시 노원구 공릉동 383-12,37.62534965,127.0716232,3278,216
3279,미르빌Ⅱ,화랑로40길 18-6,서울특별시 성북구 석관동 176-26,37.61292229,127.0624834,3279,301
3280,(20-30),동일로30길 16,서울특별시 광진구 화양동 20-30,37.54751175,127.0680527,3280,240
3281,우암에이스타워,덕릉로 699,서울특별시 노원구 중계동 143-0,37.66026336,127.0753268,3281,216
3282,뤼미에르,경인로114길 40,서울특별시 영등포구 영등포동1가 46-0,37.51730772,126.9150358,3282,179
3283,더존캐슬,진황도로29길 27,서울특별시 강동구 천호동 167-156,37.53911914,127.1327802,3283,317
3284,(431-5),올림픽로 653,서울특별시 강동구 천호동 431-5,37.53995799,127.1234536,3284,263
3285,(1413-24),신림로66길 52,서울특별시 관악구 신림동 1413-24,37.48571968,126.9325878,3285,445
3286,더 트라이앵글,승방6길 10,서울특별시 관악구 남현동 602-57,37.47400236,126.980362,3286,278
3287,아티스톤,역삼로 409,서울특별시 강남구 대치동 907-12,37.50111406,127.0517864,3287,293
3288,신현빌3차,영신로43길 8-9,서울특별시 영등포구 당산동1가 185-45,37.52240108,126.9001784,3288,249
3289,다성 이즈빌,천중로42길 69,서울특별시 강동구 길동 388-7,37.53798144,127.13874,3289,270
3290,아하바 하우스,아차산로49길 95,서울특별시 광진구 구의동 251-170,37.54114232,127.0845094,3290,82
3291,(925-3),곰달래로20길 14,서울특별시 강서구 화곡동 925-3,37.52963737,126.8427157,3291,412
3292,큐브7,가로공원로 127,서울특별시 양천구 신월동 81-16,37.53643885,126.8301004,3292,865
3293,미성드림투유,은평로8길 21,서울특별시 은평구 응암동 116-15,37.59840074,126.920012,3293,283
3294,대림밸리,양천로 714-14,서울특별시 강서구 염창동 263-14,37.54889732,126.8748998,3294,322
3295,롯데캐슬헤론,동광로1길 112,서울특별시 서초구 방배동 754-1,37.49694073,126.9843066,3295,219
3296,에스케이허브젠,역삼로 109,서울특별시 강남구 역삼동 831-45,37.49366065,127.0310158,3296,219
3297,알루어반포,사평대로 138,서울특별시 서초구 반포동 67-3,37.50023909,126.9994076,3297,245
3298,잠실 푸르지오발라드,오금로11길 11-11,서울특별시 송파구 방이동 28-4,37.51503801,127.1083986,3298,184
3299,영화캐슬,응암로13길 11-2,서울특별시 은평구 응암동 599-2,37.58912042,126.9159576,3299,376
3300,골든힐,국회대로56길 4,서울특별시 영등포구 영등포동7가 94-355,37.52462376,126.9088607,3300,210
3301,늘 조은 아파트,천호대로176길 10-20,서울특별시 강동구 성내동 244-8,37.53434363,127.135267,3301,261
3302,해인하우스,올림픽로62길 23-7,서울특별시 강동구 성내동 46-4,37.53683889,127.124166,3302,284
3303,1동(766-25),마장로39길 51,서울특별시 성동구 마장동 766-25,37.56942273,127.0444363,3303,165
3304,대명투웨니퍼스트,목동중앙북로7나길 49,서울특별시 양천구 목동 607-3,37.55004737,126.8650915,3304,326
3305,루체비스타,강서로10길 19,서울특별시 강서구 화곡동 897-2,37.53038707,126.8490516,3305,305
3306,관악센츄리타워,남부순환로 1808,서울특별시 관악구 봉천동 869-10,37.48106384,126.9509156,3306,324
3307,서래마을,쑥고개로13길 18,서울특별시 관악구 봉천동 919-38,37.4803644,126.9440603,3307,326
3308,신현빌6차,영신로40길 3-1,서울특별시 영등포구 영등포동6가 121-10,37.52157475,126.9018742,3308,266
3309,세인트빌,영등포로25길 17-14,서울특별시 영등포구 당산동1가 416-0,37.52276785,126.8975106,3309,220
3310,금탑오피스텔,신림동7길 29,서울특별시 관악구 신림동 1436-23,37.48578553,126.9266543,3310,475
3311,한경 렉스플레이스,공항대로75길 50,서울특별시 강서구 염창동 262-4,37.54846706,126.8756289,3311,335
3312,갤럭시빌,양천로47가길 33,서울특별시 강서구 가양동 248-2,37.57109827,126.8396096,3312,101
3313,코지언 레지던스,장한로26가길 31,서울특별시 동대문구 장안동 345-10,37.57024807,127.0715236,3313,179
3314,강동 상떼빌,천호대로 1065,서울특별시 강동구 천호동 450-0,37.53702224,127.1304359,3314,285
3315,엘엠오피스텔,오금로11길 61-11,서울특별시 송파구 방이동 49-8,37.51552292,127.1139623,3315,121
3316,윤성타워텔,영신로40길 18,서울특별시 영등포구 영등포동6가 67-1,37.52107181,126.9032899,3316,243
3317,썬샤인,영등포로33길 15-1,서울특별시 영등포구 영등포동6가 127-6,37.52190866,126.9026335,3317,232
3318,(1419-9),신림로68길 32,서울특별시 관악구 신림동 1419-9,37.48661197,126.9310574,3318,448
3319,동트리움 비동,한천로 204,서울특별시 동대문구 장안동 106-26,37.5790997,127.0688123,3319,223
3320,어반하임,퇴계로10길 20-24,서울특별시 중구 회현동1가 86-1,37.55803659,126.9801406,3320,259
3321,브라운시티,영신로30길 11-1,서울특별시 영등포구 영등포동4가 117-2,37.51886606,126.9026262,3321,274
3322,웰타운A,월정로20길 15,서울특별시 강서구 화곡동 938-7,37.52980592,126.8394808,3322,639
3323,계명오피스텔,국회대로53길 24-11,서울특별시 영등포구 당산동 171-25,37.5277169,126.9070168,3323,158
3324,(918-21),청룡8길 27,서울특별시 관악구 봉천동 918-21,37.47994687,126.9444249,3324,331
3325,위너스오피스텔II,백제고분로 67,서울특별시 송파구 잠실동 175-1,37.51079049,127.0789895,3325,101
3326,(602-59),승방6길 2,서울특별시 관악구 남현동 602-59,37.47373432,126.9803921,3326,273
3327,(702-104),보라매로3길 5-4,서울특별시 관악구 봉천동 702-104,37.49107002,126.9263581,3327,309
3328,메이슨리치 선유 1동,선유로51길 34,서울특별시 영등포구 양평동4가 195-1,37.53812761,126.8948888,3328,139
3329,(1417-29),신림로68길 29-6,서울특별시 관악구 신림동 1417-29,37.48709815,126.9310541,3329,436
3330,(658-7),해등로17길 33,서울특별시 도봉구 쌍문동 658-7,37.65551834,127.0379828,3330,0
3331,파크원,진흥로 57-5,서울특별시 은평구 역촌동 41-53,37.60213446,126.9202957,3331,311
3332,(29-10),백제고분로22길 4-11,서울특별시 송파구 삼전동 29-10,37.50351937,127.0886534,3332,199
3333,바실리체,삼성로 436,서울특별시 강남구 대치동 942-3,37.50586482,127.0575796,3333,251
3334,아트리버빌,양천로47가길 39-20,서울특별시 강서구 가양동 239-8,37.5716452,126.8396288,3334,93
3335,하우스텔 '숙',은평로 60-7,서울특별시 은평구 신사동 23-35,37.5982759,126.9146534,3335,344
3336,골드하이브,양천로49길 68-6,서울특별시 강서구 가양동 238-1,37.57181251,126.8402911,3336,94
3337,양평도담빌B,양평로28나길 10,서울특별시 영등포구 양평동6가 10-11,37.54140524,126.8901985,3337,119
3338,에스케이이그랑빌,대림로35길 1,서울특별시 영등포구 대림동 740-1,37.49896727,126.8977983,3338,247
3339,(7-19),삼전로8길 4,서울특별시 송파구 삼전동 7-19,37.50517419,127.0893271,3339,205
3340,(286-24),무학봉28길 26,서울특별시 성동구 행당동 286-24,37.56113909,127.0343461,3340,424
3341,오류동휘버스아파트,고척로18길 77,서울특별시 구로구 오류동 31-4,37.49775463,126.8459102,3341,270
3342,더존예가,진황도로29길 13,서울특별시 강동구 천호동 167-134,37.5387594,127.1321905,3342,300
3343,K오피스텔 1차,화곡로42길 31,서울특별시 강서구 화곡동 27-13,37.54614036,126.8471853,3343,271
3344,도양라비앙오피스텔,월정로18길 17,서울특별시 강서구 화곡동 937-7,37.5293476,126.8398255,3344,646
3345,이룸스페이스,증산로 327,서울특별시 은평구 증산동 163-10,37.58590943,126.9113591,3345,296
3346,서경팰리스101,가마산로 466,서울특별시 영등포구 신길동 261-12,37.50549469,126.9081042,3346,391
3347,크레신타워-Ⅰ,강남대로 631,서울특별시 서초구 잠원동 8-24,37.51808718,127.0185021,3347,303
3348,한울아파트,강서로7길 18,서울특별시 강서구 화곡동 899-8,37.52971231,126.8468065,3348,364
3349,광진트라팰리스,뚝섬로34길 67,서울특별시 광진구 자양동 854-0,37.53189226,127.0679482,3349,52
3350,블리스 다임빌,면목로92가길 15-11,서울특별시 중랑구 상봉동 104-33,37.59464294,127.0874073,3350,345
3351,스파텔,동일로160길 5-12,서울특별시 중랑구 묵동 176-11,37.61132203,127.0783574,3351,317
3352,청광플러스원큐브2차,천호대로175길 10,서울특별시 강동구 길동 457-0,37.53512953,127.1369444,3352,250
3353,중앙클래식하우스,마천로 100,서울특별시 송파구 오금동 32-0,37.5060055,127.1309319,3353,120
3354,로뎀아트빌,남부순환로108길 24,서울특별시 금천구 가산동 142-33,37.47801249,126.8919809,3354,253
3355,수유역 더 오페라 오피스텔,노해로 1,서울특별시 강북구 수유동 45-2,37.63566546,127.0228442,3355,293
3356,남산더힐B동,동호로14길 5-32,서울특별시 중구 신당동 420-23,37.55657922,127.0099422,3356,388
3357,더존 예가,올림픽로62길 23-13,서울특별시 강동구 성내동 46-22,37.53710376,127.1244461,3357,277
3358,리치아파트 102동,월정로20길 58,서울특별시 강서구 화곡동 924-24,37.52968896,126.8418064,3358,482
3359,에이원하우징,영신로41길 5-2,서울특별시 영등포구 당산동1가 166-1,37.5218074,126.9005904,3359,263
3360,(394-5),대방동1길 1,서울특별시 동작구 대방동 394-5,37.50014511,126.9276238,3360,209
3361,클래르오피스텔,봉천로 172,서울특별시 관악구 신림동 1446-18,37.4896132,126.9205435,3361,267
3362,.,청룡1길 8,서울특별시 관악구 봉천동 895-21,37.48112798,126.9467221,3362,328
3363,한솔그린빌,도봉로110나길 85,서울특별시 도봉구 창동 661-78,37.64981906,127.0363332,3363,0
3364,자강헌,다산로10길 10-5,서울특별시 중구 신당동 367-12,37.55323539,127.010507,3364,345
3365,그루빌2차,아차산로7나길 13,서울특별시 성동구 성수동2가 289-167,37.54817653,127.0569443,3365,181
3366,The Nest,두산로3길 39-8,서울특별시 금천구 가산동 238-25,37.47221648,126.8886752,3366,110
3367,그린오피스텔,화곡로26가길 12,서울특별시 강서구 화곡동 1074-20,37.54077584,126.8393297,3367,269
3368,현상준건물,가좌로 68,서울특별시 서대문구 홍은동 396-24,37.57952984,126.9292041,3368,273
3369,(193-9),연희맛로 2-7,서울특별시 서대문구 연희동 193-9,37.56555061,126.9287299,3369,192
3370,(490-22),용마산로115길 58,서울특별시 중랑구 망우동 490-22,37.59872059,127.0971593,3370,286
3371,(17-24),등용로 84,서울특별시 동작구 대방동 17-24,37.50869207,126.9323772,3371,82
3372,동도 센트리움 아파트,고척로22길 84,서울특별시 구로구 개봉동 70-12,37.49825782,126.8467217,3372,257
3373,우송쉐르빌,가산로3가길 27,서울특별시 금천구 가산동 237-105,37.47342312,126.8903294,3373,142
3374,아리움 205,등촌로 205,서울특별시 강서구 등촌동 510-15,37.5481654,126.8630131,3374,415
3375,신세계오피스텔,행당로 6,서울특별시 성동구 금호동1가 481-5,37.55450604,127.0208583,3375,234
3376,시원트레벨,공항대로65길 69-6,서울특별시 강서구 염창동 266-18,37.55071913,126.8707115,3376,224
3377,엘리제,시흥대로51길 19-3,서울특별시 금천구 시흥동 991-45,37.45073258,126.9004945,3377,223
3378,라움빌,국회대로54길 41-10,서울특별시 영등포구 영등포동2가 28-152,37.52197999,126.9102052,3378,199
3379,비앤비퀸즈빌 102동,국회대로55길 22,서울특별시 영등포구 당산동 121-228,37.52720456,126.9078963,3379,162
3380,스마트빌,숙선옹주로 5-10,서울특별시 중랑구 묵동 163-5,37.61581226,127.0786652,3380,298
3381,프리미엄캐슬2,범안로12가길 31-11,서울특별시 금천구 독산동 1006-52,37.46550206,126.8938721,3381,200
3382,.,난곡로66가길 19,서울특별시 관악구 신림동 529-15,37.4834606,126.9146362,3382,339
3383,(1628-63),문성로 209,서울특별시 관악구 신림동 1628-63,37.47935159,126.9269141,3383,340
3384,세전프라임,영등포로13길 20-4,서울특별시 영등포구 양평동1가 120-15,37.5241651,126.8894895,3384,232
3385,예지프렌시아,진흥로3길 3,서울특별시 은평구 역촌동 42-42,37.60153983,126.9199235,3385,307
3386,해드림하우스,진흥로1길 13-13,서울특별시 은평구 역촌동 39-36,37.6013111,126.9180029,3386,328
3387,신성 스카이뷰,오목로24길 29,서울특별시 양천구 신정동 973-39,37.52179934,126.853111,3387,927
3388,상봉역 유보라 퍼스트리브&포스퀘어,망우로 322,서울특별시 중랑구 상봉동 91-4,37.59664823,127.0882027,3388,293
3389,마실더퍼스트,지봉로4길 25,서울특별시 종로구 숭인동 241-19,37.57128399,127.0172658,3389,257
3390,엘디타운,청룡1길 27,서울특별시 관악구 봉천동 883-9,37.48123302,126.9478935,3390,360
3391,다솔시티하임,영등포로27길 12,서울특별시 영등포구 당산동1가 143-0,37.52201597,126.8993021,3391,221
3392,웰리스,시흥대로75길 9,서울특별시 금천구 시흥동 108-48,37.45760554,126.8987357,3392,282
3393,더베슬,영등포로46길 11,서울특별시 영등포구 영등포동3가 26-0,37.51815287,126.9078446,3393,283
3394,리앤초이스,신원로 40-12,서울특별시 관악구 신림동 1637-20,37.48163133,126.9294468,3394,354
3395,라온재,도봉로71가길 32-4,서울특별시 강북구 수유동 77-62,37.63272375,127.0223642,3395,293
3396,(48-42),천호옛17길 20,서울특별시 강동구 성내동 48-42,37.53742873,127.1248011,3396,294
3397,(715-38),도봉로 568-35,서울특별시 도봉구 창동 715-38,37.65515205,127.0400138,3397,0
3398,브라운스톤 화양,광나루로 346,서울특별시 광진구 화양동 21-2,37.54799503,127.0685545,3398,238
3399,상봉 힐스테이,봉우재로37길 17,서울특별시 중랑구 상봉동 106-0,37.59369584,127.0877538,3399,360
3400,독산헤리츠타워,범안로21길 28,서울특별시 금천구 독산동 292-21,37.46769318,126.8965593,3400,313
3401,로하스타워,와우산로 48,서울특별시 마포구 상수동 93-45,37.54852988,126.9234186,3401,188
3402,투란 빌딩,신길로 147,서울특별시 영등포구 신길동 254-4,37.50541092,126.9106061,3402,350
3403,드림타워,반포대로14길 26,서울특별시 서초구 서초동 1589-1,37.485382,127.0125133,3403,211
3404,은슬림,진황도로27가길 6-12,서울특별시 강동구 천호동 166-66,37.53922848,127.1316055,3404,302
3405,두보팰리스,동일로 1037,서울특별시 노원구 공릉동 568-7,37.62264789,127.0733259,3405,226
3406,엘아르베뉴,가산로9길 109,서울특별시 금천구 가산동 239-4,37.47427897,126.8869562,3406,104
3407,독산리젠트빌,벚꽃로12길 19,서울특별시 금천구 독산동 1004-8,37.46505545,126.8914087,3407,165
3408,(15-54),통일로65길 8,서울특별시 은평구 대조동 15-54,37.60913665,126.930053,3408,241
3409,아크로팰리스,상봉로23길 29,서울특별시 중랑구 상봉동 85-5,37.59418751,127.0915463,3409,337
3410,더 퍼스트 스테이,자양로16길 12,서울특별시 광진구 자양동 680-9,37.53621594,127.084362,3410,79
3411,(229-13),자동차시장1길 33,서울특별시 성동구 용답동 229-13,37.56130783,127.0613158,3411,140
3412,거평타운오피스텔,봉은사로 129,서울특별시 강남구 논현동 203-1,37.50588971,127.0282229,3412,348
3413,인정타운,국회대로54길 41-14,서울특별시 영등포구 영등포동2가 28-151,37.52202819,126.9103188,3413,192
3414,(876-15),남부순환로216길 21,서울특별시 관악구 봉천동 876-15,37.48060157,126.9490998,3414,330
3415,(512-16),상암로6길 9,서울특별시 강동구 암사동 512-16,37.54985937,127.1269116,3415,219
3416,다베로,불광천길 470,서울특별시 은평구 응암동 126-20,37.59483561,126.9156025,3416,321
3417,센텀아파트,남현3길 63,서울특별시 관악구 남현동 1062-22,37.47547958,126.9798934,3417,359
3418,온누리,남부순환로181길 39,서울특별시 관악구 신림동 1423-8,37.48624214,126.9304992,3418,438
3419,리더스캐슬,무학로36길 46,서울특별시 동대문구 용두동 104-33,37.57744818,127.0331179,3419,128
3420,자양오피스텔,아차산로46가길 19,서울특별시 광진구 자양동 219-6,37.53637623,127.0820549,3420,76
3421,NS1077,동일로 1077,서울특별시 노원구 공릉동 383-7,37.62604122,127.0724056,3421,232
3422,(244-4),천호대로176길 10-6,서울특별시 강동구 성내동 244-4,37.5341627,127.1359777,3422,243
3423,화성오피스텔,까치산로 88-12,서울특별시 강서구 화곡동 29-62,37.54600524,126.8481141,3423,257
3424,은평홈타운,은평로8길 25,서울특별시 은평구 응암동 116-21,37.59807961,126.9198516,3424,295
3425,해피하우스,불광로 52-6,서울특별시 은평구 불광동 281-16,37.6115264,126.9315311,3425,182
3426,오류동 청년주택,경인로27길 13,서울특별시 구로구 오류동 31-121,37.49721596,126.8448436,3426,296
3427,동양하우징,곰달래로24길 12,서울특별시 강서구 화곡동 899-4,37.53007493,126.8467874,3427,317
3428,예그리나 9차,은평로4길 16,서울특별시 은평구 응암동 113-8,37.59807221,126.9169577,3428,325
3429,예승빌라트,응암로25길 21,서울특별시 은평구 응암동 123-24,37.59539938,126.9158955,3429,340
3430,거영오피스텔,화곡로 140,서울특별시 강서구 화곡동 1073-9,37.54044126,126.8372635,3430,347
3431,타워팰리스,언주로30길 57,서울특별시 강남구 도곡동 467-17,37.48971079,127.0544905,3431,120
3432,더시크릿독산,범안로12가길 28-8,서울특별시 금천구 독산동 1006-124,37.46527904,126.8928457,3432,188
